category,assumptions,t0,t1
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}1.922576079226399& -4.576616558675303\\-4.94797783529042& -2.238155681081392\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}1.0600335481039798& -0.29630740247800347\\0.5061103881171887& -2.632896574095165\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}-4.918969157448059& -1.8949581467276038\\3.0828092840687678& -2.413856000413519\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.13262052772339605& 0.563908895153074\\0.2738127664142439& 0.17776360089030946\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"\left( A^{-T}\right)^{-1}\,C^{-1} = B^{-1} + 3\,X","3\,X = \left( A^{-T}\right)^{-1}\,C^{-1}\,B"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}1.922576079226399& -4.576616558675303\\-4.94797783529042& -2.238155681081392\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}1.0600335481039798& -0.29630740247800347\\0.5061103881171887& -2.632896574095165\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}-4.918969157448059& -1.8949581467276038\\3.0828092840687678& -2.413856000413519\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.13262052772339605& 0.563908895153074\\0.2738127664142439& 0.17776360089030946\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"3\,X = \left( A^{-T}\right)^{-1}\,C^{-1}\,B","X = \frac{B\,\left( A^{-T}\right)^{-1}\,C^{-1}}{3}"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}1.922576079226399& -4.576616558675303\\-4.94797783529042& -2.238155681081392\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}1.0600335481039798& -0.29630740247800347\\0.5061103881171887& -2.632896574095165\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}-4.918969157448059& -1.8949581467276038\\3.0828092840687678& -2.413856000413519\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.13262052772339605& 0.563908895153074\\0.2738127664142439& 0.17776360089030946\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"\left( A^{-T}\right)^{-1}\,C^{-1} = B^{-1} + 3\,X","3\,X = -B^{-1}\,\left( A^{-T}\right)^{-1}\,C^{-1}"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}1.922576079226399& -4.576616558675303\\-4.94797783529042& -2.238155681081392\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}1.0600335481039798& -0.29630740247800347\\0.5061103881171887& -2.632896574095165\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}-4.918969157448059& -1.8949581467276038\\3.0828092840687678& -2.413856000413519\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.13262052772339605& 0.563908895153074\\0.2738127664142439& 0.17776360089030946\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"3\,X = -B^{-1}\,\left( A^{-T}\right)^{-1}\,C^{-1}","X = \frac{-B^{-1}\,\left( A^{-T}\right)^{-1}\,C^{-1}}{3}"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}1.922576079226399& -4.576616558675303\\-4.94797783529042& -2.238155681081392\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}1.0600335481039798& -0.29630740247800347\\0.5061103881171887& -2.632896574095165\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}-4.918969157448059& -1.8949581467276038\\3.0828092840687678& -2.413856000413519\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.13262052772339605& 0.563908895153074\\0.2738127664142439& 0.17776360089030946\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"3\,X = -B^{-1}\,\left( A^{-T}\right)^{-1}\,C^{-1}","X = \frac{\left( A^{-T}\right)^{-1}\,C^{-1}-B^{-1}}{3}"
1,\left( \left( A = \left( \begin{array}{cc}-3& -3\\0& 3\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}1& 1\\4& 2\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0& -2\\-1& 5\end{array} \right)\right),"A^{T}\,B-2\,C^{-T}","\left( \begin{array}{cc}-3& -3\\0& 3\end{array} \right)^{T}\,\left( \begin{array}{cc}1& 1\\4& 2\end{array} \right)-\left( \begin{array}{cc}0& -2\\-1& 5\end{array} \right)^{-T}"
1,\left( \left( A = \left( \begin{array}{cc}-3& -3\\0& 3\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}1& 1\\4& 2\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0& -2\\-1& 5\end{array} \right)\right),"\left( \begin{array}{cc}-3& -3\\0& 3\end{array} \right)^{T}\,\left( \begin{array}{cc}1& 1\\4& 2\end{array} \right)-2\,\left( \begin{array}{cc}0& -2\\-1& 5\end{array} \right)^{-T}","\left( \begin{array}{cc}-3& 0\\-3& 3\end{array} \right)\,\left( \begin{array}{cc}1& 1\\4& 2\end{array} \right)-2\,\left( \begin{array}{cc}5& -2\\-1& 0\end{array} \right)"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.5430871529739605& 5.194337961451472\\2.644649468343589& 2.4078974296282265\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.3280284224353993& -3.6847620771328717\\-0.9478747009959205& -2.7449533134741\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.378703458182642& 0.06215732928811768\\5.740363662176838& 1.7656231354004834\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}5.138317421123625& 7.476857757584765\\2.5390710486945034& 1.739748982188407\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"(B^{-T} + 3\,X)\,A^{-T} = C^{T}","B^{-T} + 3\,X = \frac{C^{T}}{A^{-T}}"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.5430871529739605& 5.194337961451472\\2.644649468343589& 2.4078974296282265\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.3280284224353993& -3.6847620771328717\\-0.9478747009959205& -2.7449533134741\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.378703458182642& 0.06215732928811768\\5.740363662176838& 1.7656231354004834\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}5.138317421123625& 7.476857757584765\\2.5390710486945034& 1.739748982188407\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"3\,X = \frac{C^{T}}{A^{-T}}-B^{-T}","X = \frac{1}{3}\,(\frac{C^{T}}{A^{-T}}-B^{-T})"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.5430871529739605& 5.194337961451472\\2.644649468343589& 2.4078974296282265\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.3280284224353993& -3.6847620771328717\\-0.9478747009959205& -2.7449533134741\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.378703458182642& 0.06215732928811768\\5.740363662176838& 1.7656231354004834\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}5.138317421123625& 7.476857757584765\\2.5390710486945034& 1.739748982188407\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"(B^{-T} + 3\,X)\,A^{-T} = C^{T}","A^{-T}\,B^{-T} + 3\,X\,A^{-T} = C^{T}"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.5430871529739605& 5.194337961451472\\2.644649468343589& 2.4078974296282265\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.3280284224353993& -3.6847620771328717\\-0.9478747009959205& -2.7449533134741\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.378703458182642& 0.06215732928811768\\5.740363662176838& 1.7656231354004834\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}5.138317421123625& 7.476857757584765\\2.5390710486945034& 1.739748982188407\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{-T} + 3\,X = C^{T}\,A^{T}","3\,X = C^{T}\,A^{T}\,B^{T}"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.5430871529739605& 5.194337961451472\\2.644649468343589& 2.4078974296282265\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.3280284224353993& -3.6847620771328717\\-0.9478747009959205& -2.7449533134741\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.378703458182642& 0.06215732928811768\\5.740363662176838& 1.7656231354004834\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}5.138317421123625& 7.476857757584765\\2.5390710486945034& 1.739748982188407\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{-T} + 3\,X = C^{T}\,A^{T}","3\,X = C^{T}\,A^{T}-B^{T}"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}2.0955277085469177& -3.3624447718221218\\-4.022946601320118& 4.072759789144062\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.382839041742262& -0.7461337392669067\\-1.9203034851393208& -1.9791984108917555\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.649966576378663& -2.0703625796512783\\3.4786067007113086& 3.6840548632189467\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}2.993052031417746& 1.9866052929039735\\-2.0527930470582674& -0.4810154967832383\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"A^{-1}\,(B^{T} + 2\,X) = C^{-1}\,X","B^{T} + 2\,X = C^{-1}\,X\,A"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}2.0955277085469177& -3.3624447718221218\\-4.022946601320118& 4.072759789144062\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.382839041742262& -0.7461337392669067\\-1.9203034851393208& -1.9791984108917555\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.649966576378663& -2.0703625796512783\\3.4786067007113086& 3.6840548632189467\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}2.993052031417746& 1.9866052929039735\\-2.0527930470582674& -0.4810154967832383\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"A^{-1}\,(B^{T} + 2\,X) = C^{-1}\,X","A^{-1}\,B^{T} + 2\,X\,A^{-1} = C^{-1}\,X"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}2.0955277085469177& -3.3624447718221218\\-4.022946601320118& 4.072759789144062\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.382839041742262& -0.7461337392669067\\-1.9203034851393208& -1.9791984108917555\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.649966576378663& -2.0703625796512783\\3.4786067007113086& 3.6840548632189467\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}2.993052031417746& 1.9866052929039735\\-2.0527930470582674& -0.4810154967832383\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"A^{-1}\,(B^{T} + 2\,X) = C^{-1}\,X","\frac{B^{T} + 2\,X}{A} = \frac{1}{C}\,X"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}2.0955277085469177& -3.3624447718221218\\-4.022946601320118& 4.072759789144062\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.382839041742262& -0.7461337392669067\\-1.9203034851393208& -1.9791984108917555\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.649966576378663& -2.0703625796512783\\3.4786067007113086& 3.6840548632189467\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}2.993052031417746& 1.9866052929039735\\-2.0527930470582674& -0.4810154967832383\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"A^{-1}\,(B^{T} + 2\,X) = C^{-1}\,X","C\,(B^{T} + 2\,X) = A\,X"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}2.0955277085469177& -3.3624447718221218\\-4.022946601320118& 4.072759789144062\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.382839041742262& -0.7461337392669067\\-1.9203034851393208& -1.9791984108917555\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.649966576378663& -2.0703625796512783\\3.4786067007113086& 3.6840548632189467\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}2.993052031417746& 1.9866052929039735\\-2.0527930470582674& -0.4810154967832383\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"A^{-1}\,(B^{T} + 2\,X) = C^{-1}\,X","X = -\frac{1}{2}\,\frac{B^{T}\,C}{C-A}"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}2.0955277085469177& -3.3624447718221218\\-4.022946601320118& 4.072759789144062\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.382839041742262& -0.7461337392669067\\-1.9203034851393208& -1.9791984108917555\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.649966576378663& -2.0703625796512783\\3.4786067007113086& 3.6840548632189467\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}2.993052031417746& 1.9866052929039735\\-2.0527930470582674& -0.4810154967832383\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"2\,X = A\,C^{-1}\,X-B^{T}","X = A\,C^{-1}-B^{T}"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}2.0955277085469177& -3.3624447718221218\\-4.022946601320118& 4.072759789144062\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.382839041742262& -0.7461337392669067\\-1.9203034851393208& -1.9791984108917555\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.649966576378663& -2.0703625796512783\\3.4786067007113086& 3.6840548632189467\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}2.993052031417746& 1.9866052929039735\\-2.0527930470582674& -0.4810154967832383\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"2\,X = A\,C^{-1}\,X-B^{T}","2\,X\,X^{-1} = A\,C^{-1}-B^{T}"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}2.0955277085469177& -3.3624447718221218\\-4.022946601320118& 4.072759789144062\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.382839041742262& -0.7461337392669067\\-1.9203034851393208& -1.9791984108917555\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}3.649966576378663& -2.0703625796512783\\3.4786067007113086& 3.6840548632189467\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}2.993052031417746& 1.9866052929039735\\-2.0527930470582674& -0.4810154967832383\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"2\,X = A\,C^{-1}\,X-B^{T}","X = \frac{1}{2}\,A\,C^{-1}\,X-B^{T}"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.549495355600506& 3.8236858300569985\\-3.80652700126961& 3.6940127345653018\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}3.194036187840158& 1.7914048849861919\\2.987237377360543& -4.541836467373179\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}1.1808105462837695& 1.0607527361329625\\0.3942362860112816& 2.566478293594961\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}2.318958336529025& 1.3460132077817317\\-0.6757777931616331& -1.4882556898139585\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{T}-4\,X = A^{T}\,C^{-T}\,X","X^{-1}\,(B^{T}-4\,X) = A^{T}\,C^{-T}"
2,\textrm{wahr},"3\,\tan{\left(3\,x + 1\right)} = 1","3\,(3\,x + 1) = \frac{\pi}{4} + k\,\pi"
2,\left( d < 1.7768564486857903\right) \wedge \left( d > -2.2231435513142097\right),"1-\frac{4}{5}\,e^{-1\,d} = 0","e^{-1\,d} = -\frac{1}{\frac{4}{5}}"
2,\left( d < 1.7768564486857903\right) \wedge \left( d > -2.2231435513142097\right),"\ln{\left(-\frac{1}{\frac{4}{5}}\right)} = -1\,d",-\ln{\left(-\frac{1}{\frac{4}{5}}\right)} = d
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.549495355600506& 3.8236858300569985\\-3.80652700126961& 3.6940127345653018\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}3.194036187840158& 1.7914048849861919\\2.987237377360543& -4.541836467373179\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}1.1808105462837695& 1.0607527361329625\\0.3942362860112816& 2.566478293594961\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}2.318958336529025& 1.3460132077817317\\-0.6757777931616331& -1.4882556898139585\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"A^{-T}\,B^{T} = C^{-T}\,X + A^{-T} \cdot 4\,X","A^{-T}\,B^{T} = X\,(C^{-T} + A^{-T} \cdot 4)"
2,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.549495355600506& 3.8236858300569985\\-3.80652700126961& 3.6940127345653018\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}3.194036187840158& 1.7914048849861919\\2.987237377360543& -4.541836467373179\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}1.1808105462837695& 1.0607527361329625\\0.3942362860112816& 2.566478293594961\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}2.318958336529025& 1.3460132077817317\\-0.6757777931616331& -1.4882556898139585\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"A^{-T}\,B^{T} = C^{-T}\,X + A^{-T} \cdot 4\,X","A^{-T}\,B^{T} = X\,(C^{-T} + 4\,A^{-T})"
