category,assumptions,t0,t1
2,n > 5,"\lim_{n \to \infty } \left(\frac{7\,n^{3}}{1-7\,n^{2}-5\,n^{3}} + \frac{4\,n^{4}}{8-6\,n^{3}-2\,n^{4}}\right) ","\left( \lim_{n \to \infty } \frac{7\,n^{3}}{1-7\,n^{2}-5\,n^{3}} = \lim_{n \to \infty } \frac{7\,n^{3}}{-5\,n^{3}}\right) \vee \left( \lim_{n \to \infty } \frac{4\,n^{4}}{8-6\,n^{3}-2\,n^{4}} = \lim_{n \to \infty } \frac{4\,n^{4}}{-2\,n^{4}}\right)"
1,n > 5,"\lim_{n \to \infty } \frac{-5 \cdot 0\,\sqrt{-4 \cdot 0 + 0 + 9}-4}{2 \cdot 7}",-\frac{1}{7}
1,n > 5,\lim_{n \to \infty } \frac{\sqrt{9 + \frac{1}{n^{2}}-\frac{4}{n}}-4-\frac{5}{n}}{\frac{2}{n} + 7},"\lim_{n \to \infty } \frac{-5 \cdot 0\,\sqrt{-4 \cdot 0 + 0 + 9}-4}{2 \cdot 7}"
1,n > 5,\lim_{n \to \infty } \frac{\sqrt{9 + \frac{1}{n^{2}}-\frac{4}{n}}-4-\frac{5}{n}}{\frac{2}{n} + 7},\lim_{n \to \infty } \frac{\sqrt{9}-4}{2 \cdot 7}
1,n > 5,"\lim_{n \to \infty } \left(\frac{7\,n^{3}}{1-7\,n^{2}-5\,n^{3}} + \frac{4\,n^{4}}{8-6\,n^{3}-2\,n^{4}}\right) ",\lim_{n \to \infty } \left(\frac{7}{-5} + \frac{4}{-2}\right) 
2,\left( y\le 0\right) \wedge \left( x\le -4\right),"-\frac{1}{4}\,x^{2} = x + \frac{1}{4}\,y","-\frac{1}{4}\,x = \sqrt{x} + \frac{1}{4}\,y"
2,\left( y\le 0\right) \wedge \left( x\le -4\right),"-\frac{1}{4}\,x^{2} = x + \frac{1}{4}\,y","x^{2} = \frac{1}{4}\,x + y"
2,\left( y\le 0\right) \wedge \left( x\le -4\right),"-\frac{1}{4}\,x^{2} = x + \frac{1}{4}\,y","x^{2} = -\frac{1}{4}\,x-y"
1,n > 5,"\lim_{n \to \infty } \left(\frac{7\,n^{6}}{7-n^{5} + 8\,n^{6}} + \frac{3\,n^{5}}{8 + 5\,n^{4}-2\,n^{5}}\right) ","\lim_{n \to \infty } \left(\frac{7\,n^{6}}{8\,n^{6}} + \frac{3\,n^{5}}{-2\,n^{5}}\right) "
1,n > 5,\lim_{n \to \infty } \frac{\sqrt{9 + 0-4 \cdot \frac{1}{n}}-4-5 \cdot \frac{1}{n}}{2 \cdot \frac{1}{n} + 7},\lim_{n \to \infty } \frac{\sqrt{9}-4}{2 \cdot 7}
1,n > 5,\lim_{n \to \infty } \frac{\sqrt{9 + \frac{1}{n^{2}}-\frac{4}{n}}-4-\frac{5}{n}}{\frac{2}{n} + 7},\lim_{n \to \infty } \frac{\sqrt{9 + 0-4 \cdot \frac{1}{n}}-4-5 \cdot \frac{1}{n}}{2 \cdot \frac{1}{n} + 7}
1,n > 5,"\lim_{n \to \infty } \left(\frac{n^{6}}{1-2\,n^{5} + 8\,n^{6}} + \frac{3\,n^{7}}{6-2\,n^{6}-7\,n^{7}}\right) ","\lim_{n \to \infty } \left(\frac{n^{6}}{8\,n^{6}} + \frac{3\,n^{7}}{-7\,n^{7}}\right) "
1,\textrm{wahr},"x^{2}-6\,x-6",\left( x-3\right)^{2}-3
1,\left( x\neq 5\right) \wedge \left( x\neq -4\right),"\frac{x + 4}{(x-5)\,(x + 4)}-\frac{2\,x-10}{(x-5)\,(x + 4)}","\frac{-x-6}{(x-5)\,(x + 4)}"
1,n > 5,"\lim_{n \to \infty } \left(\frac{7\,n^{6}}{7-n^{5} + 8\,n^{6}} + \frac{3\,n^{5}}{8 + 5\,n^{4}-2\,n^{5}}\right) ","\lim_{n \to \infty } \frac{7\,n^{6}}{7-n^{5} + 8\,n^{6}} + \lim_{n \to \infty } \frac{3\,n^{5}}{8 + 5\,n^{5}-2\,n^{5}}"
1,n > 5,"\lim_{n \to \infty } \frac{7\,n^{6}}{7-n^{5} + 8\,n^{6}} + \lim_{n \to \infty } \frac{3\,n^{5}}{8 + 5\,n^{5}-2\,n^{5}}","\lim_{n \to \infty } \frac{7\,n^{6}}{8\,n^{6}} + \lim_{n \to \infty } \frac{3\,n^{5}}{5\,n^{5}}"
1,n > 5,"\lim_{n \to \infty } \frac{7\,n^{6}}{7-n^{5} + 8\,n^{6}} + \lim_{n \to \infty } \frac{3\,n^{5}}{8 + 5\,n^{4}-2\,n^{5}}","\lim_{n \to \infty } \frac{7\,n^{6}}{8\,n^{6}} + \lim_{n \to \infty } \frac{3\,n^{5}}{5\,n^{5}}"
1,n > 5,"\lim_{n \to \infty } \left(\frac{4\,n^{2}}{4\,n + 3}-\frac{2\,n^{2}}{2\,n-1}\right) ","\lim_{n \to \infty } \frac{4\,n^{2}\,(2\,n-1)-2\,n^{2}}{(4\,n + 3)\,(2\,n-1)}"
1,n > 5,"\lim_{n \to \infty } \frac{4\,n^{2}\,(2\,n-1)-2\,n^{2}}{(4\,n + 3)\,(2\,n-1)}","\lim_{n \to \infty } \frac{8\,n^{3}-4\,n^{2}-8\,n^{3}-6\,n^{2}}{8\,n^{2}-4\,n + 6\,n-3}"
1,n > 5,"\lim_{n \to \infty } \frac{-10\,n^{2}}{8\,n^{2} + 2\,n-3}","\lim_{n \to \infty } \left(-\frac{10\,n^{2}}{8\,n^{2}}\right) "
2,\left( y > 0\right) \wedge \left( x > \frac{-4}{6}\right),"y = \sqrt{6\,x + 4}","y = \sqrt{6\,x} + 2"
2,\left( y > 0\right) \wedge \left( x > \frac{-4}{6}\right),"y-2 = \sqrt{6\,x}","6\,x = \left( y-2\right)^{2}"
1,n > 5,"\lim_{n \to \infty } \frac{7\,n^{6}}{8\,n^{6}} + \lim_{n \to \infty } \frac{3\,n^{5}}{-2\,n^{5}}",\frac{7}{8} + \frac{3}{5}
1,n > 5,\lim_{n \to \infty } \frac{\sqrt{4-\frac{5}{n}-\frac{2}{n^{2}}-5 + \frac{4}{n}}}{6 + \frac{5}{n}},\frac{\sqrt{4-5 \cdot 0-2 \cdot 0}-5 + 4 \cdot 0}{6 + 5 \cdot 0}
1,n > 5,"\lim_{n \to \infty } \frac{n\,(\sqrt{4-\frac{5}{n}-\frac{2}{n^{2}}}-5 + \frac{4}{n})}{n\,(6 + \frac{5}{n})}",\lim_{n \to \infty } \frac{\sqrt{4-\frac{5}{n}-\frac{2}{n^{2}}-5 + \frac{4}{n}}}{6 + \frac{5}{n}}
1,n > 5,"\lim_{n \to \infty } \frac{\sqrt{4\,n^{2}-5\,n-2}-5\,n + 4}{6\,n + 5}","\lim_{n \to \infty } \frac{n\,\sqrt{4-\frac{5}{n}-\frac{2}{n^{2}}}-5 + \frac{4}{n}}{n\,(6 + \frac{5}{n})}"
1,n > 5,"\lim_{n \to \infty } \frac{n\,\sqrt{4-\frac{5}{n}-\frac{2}{n^{2}}}-5 + \frac{4}{n}}{n\,(6 + \frac{5}{n})}",\lim_{n \to \infty } \frac{\sqrt{4-\frac{5}{n}-\frac{2}{n^{2}}-5 + \frac{4}{n}}}{6 + \frac{5}{n}}
1,n > 5,\lim_{n \to \infty } \left(-\frac{3}{5}\right)  + \lim_{n \to \infty } \left(-\frac{6}{4}\right) ,-\frac{21}{10}
1,n > 5,"\lim_{x \to \infty } \frac{2\,x^{4}}{2-3\,x^{3} + 4\,x^{4}}","\frac{2\,x^{4}}{4\,x^{4}}"
1,n > 5,"\frac{2\,x^{4}}{4\,x^{4}}",\lim_{x \to \infty } \frac{2}{4}
1,n > 5,"\lim_{n \to \infty } \left(\frac{4\,n^{6}}{2 + 3\,n^{5} + 4\,n^{6}} + \frac{7\,n^{4}}{6 + 4\,n^{3}-8\,n^{4}}\right) ","\lim_{n \to \infty } \left(\frac{4\,n^{6}}{4\,n^{6}} + \frac{7\,n^{4}}{-8\,n^{4}}\right) "
1,n > 5,"\lim_{n \to \infty } \frac{4\,n^{6}}{4\,n^{6}} + \lim_{n \to \infty } \frac{7\,n^{4}}{-8\,n^{4}}",\lim_{n \to \infty } \frac{1}{8}
1,n > 5,"\lim_{n \to \infty } \left(\frac{4\,n^{6}}{2 + 3\,n^{5} + 4\,n^{6}} + \frac{7\,n^{4}}{6 + 4\,n^{3}-8\,n^{4}}\right) ","\lim_{n \to \infty } \frac{4\,n^{6}}{4\,n^{6}} + \lim_{n \to \infty } \frac{7\,n^{4}}{-8\,n^{4}}"
1,n > 5,\lim_{n \to \infty } 1 + \lim_{n \to \infty } \left(-\frac{7}{8}\right) ,\frac{1}{8}
1,n > 5,\lim_{n \to \infty } \left(\frac{n^{2}}{n + 4}-\frac{n^{2}}{n-2}\right) ,"\lim_{n \to \infty } \frac{n^{2}\,(n-2)-n^{2}\,(n + 3)}{(n + 4)\,(n-2)}"
1,n > 5,"\lim_{n \to \infty } \frac{n^{2}}{3\,n + 3}-\lim_{n \to \infty } \frac{n^{2}}{3\,n-2}",\lim_{n \to \infty } \frac{n}{3}-\lim_{n \to \infty } \frac{n}{3}
1,n > 5,\lim_{n \to \infty } \frac{n}{3}-\lim_{n \to \infty } \frac{n}{3},0
1,n > 5,"\lim_{n \to \infty } \frac{n^{2}}{3\,n}-\lim_{n \to \infty } \frac{n^{2}}{3\,n}",0
1,n > 5,"\lim_{n \to \infty } \frac{n^{2}}{3\,n}-\lim_{n \to \infty } \frac{n^{2}}{3\,n}",\infty -\infty 
2,\left( y\le 12\right) \wedge \left( x\le -2\right),"\left( x + \frac{1}{2}\right)^{2} = \frac{-4\,y + 75}{12}","\left( x-\frac{1}{2} = -\sqrt{\frac{-4\,y + 75}{12}}\right) \vee \left( x-\frac{1}{2} = +\sqrt{\frac{-4\,y + 75}{12}}\right)"
2,\left( y\le 12\right) \wedge \left( x\le -2\right),"\left( x + \frac{1}{2}\right)^{2} = \frac{-4\,y + 75}{12}","x-\frac{1}{2} = -\sqrt{\frac{-4\,y + 75}{12}}"
2,\left( y\le 12\right) \wedge \left( x\le -2\right),"\left( x + \frac{1}{2}\right)^{2} = \frac{-4\,y + 75}{12}","x-\frac{1}{2} = \sqrt{\frac{-4\,y + 75}{12}}"
2,\left( y\le 12\right) \wedge \left( x\le -2\right),"x-\frac{1}{2} = \sqrt{\frac{-4\,y + 75}{12}}","x = \frac{1}{2}-\sqrt{\frac{-4\,y + 75}{12}}"
1,n > 5,"\lim_{n \to \infty } \frac{6\,n^{5}}{6-5\,n^{4}-4\,n^{5}}","\lim_{n \to \infty } \frac{6\,n^{5}}{4\,n^{5}}"
1,n > 5,"\lim_{n \to \infty } \left(\frac{n^{4}}{2 + 4\,n^{3} + 4\,n^{4}} + \frac{4\,n^{5}}{5 + 7\,n^{4} + 6\,n^{5}}\right) ","\lim_{n \to \infty } \left(\frac{n^{4}}{4\,n^{4}} + \frac{4\,n^{5}}{6\,n^{5}}\right) "
2,\left( y\le 12\right) \wedge \left( x\le -2\right),"x-\frac{1}{2} = \sqrt{\frac{-4\,y + 75}{12}}","x = \sqrt{\frac{-4\,y + 75}{12}}-\frac{1}{2}"
2,\left( y\le 12\right) \wedge \left( x\le -2\right),"\left( x + \frac{1}{2}\right)^{2} = \frac{-4\,y + 75}{12}","x + \frac{1}{2} = \sqrt{\frac{-4\,y + 75}{12}}"
2,\left( y\le 12\right) \wedge \left( x\le -2\right),"\left( x + \frac{1}{2} = -\sqrt{\frac{-4\,y + 75}{12}}\right) \vee \left( x + \frac{1}{2} = +\sqrt{\frac{-4\,y + 75}{12}}\right)","x = \sqrt{\frac{-4\,y + 75}{12}}-\frac{1}{2}"
2,\left( y\le 12\right) \wedge \left( x\le -2\right),"x = -\frac{1}{2}-\sqrt{\frac{-4\,y + 75}{12}}","x = \sqrt{\frac{-4\,y + 75}{12}}-\frac{1}{2}"
1,n > 5,"\lim_{n \to \infty } \left(\frac{4\,n^{5}}{3-n^{4} + 4\,n^{5}} + \frac{8\,n^{3}}{7-n^{2} + 8\,n^{3}}\right) ","\lim_{n \to \infty } \left(\frac{4\,n^{5}}{4\,n^{5}} + \frac{8\,n^{3}}{8\,n^{3}}\right) "
2,\textrm{wahr},"\left( -8\,x > 5\right) \vee \left( -8\,x < 11\right)",\left( x < -\frac{8}{5}\right) \vee \left( x > -\frac{11}{8}\right)
1,n > 5,"\lim_{n \to \infty } \left(\frac{4\,n^{5}}{3-n^{4} + 4\,n^{5}} + \frac{8\,n^{3}}{7-n^{2} + 8\,n^{3}}\right) ","\lim_{n \to \infty } \frac{4\,n^{5}}{4\,n^{5}} + \lim_{n \to \infty } \frac{8\,n^{3}}{8\,n^{3}}"
2,\textrm{wahr},"\Leftrightarrow y = 2\,x-3","2\,x = y + 3"
2,\textrm{wahr},"\left( -8\,x > 5\right) \wedge \left( -8\,x < 11\right)",\left( x < -\frac{8}{5}\right) \wedge \left( x > -\frac{11}{8}\right)
2,\textrm{wahr},"\left|-2\,x + 7\right| \ge 7","\left( -2\,x + 7\le -7\right) \wedge \left( -2\,x + 7\ge 7\right)"
2,\textrm{wahr},"\left( -2\,x + 7\le -7\right) \wedge \left( -2\,x + 7\ge 7\right)","\left( -2\,x\le 0\right) \wedge \left( -2\,x\ge 14\right)"
2,\textrm{wahr},"\left( -2\,x\le 0\right) \wedge \left( -2\,x\ge 14\right)",\left( x\ge 0\right) \wedge \left( x\le -14\right)
2,\textrm{wahr},"\left|-2\,x + 7\right| \ge 7","\left( -2\,x + 7\ge -7\right) \wedge \left( -2\,x + 7\le 7\right)"
2,\textrm{wahr},"\left( -2\,x + 7\ge -7\right) \wedge \left( -2\,x + 7\le 7\right)","\left( -2\,x\ge 0\right) \wedge \left( -2\,x\le 14\right)"
2,\textrm{wahr},"\left|-2\,x + 7\right| \ge 7","\left( -2\,x + 7\ge -7\right) \vee \left( -2\,x + 7\le 7\right)"
2,\textrm{wahr},"\left( -2\,x + 7\ge -7\right) \vee \left( -2\,x + 7\le 7\right)","\left( -2\,x\ge 0\right) \wedge \left( -2\,x\le 14\right)"
1,n > 5,"\lim_{n \to \infty } \frac{\sqrt{n^{2} + 2\,n + 4}-3\,n + 6}{5\,n-1}","\frac{\sqrt{n^{2} + 2\,n + 4}}{5\,n-1} + \frac{3\,n}{5\,n-1} + \frac{6}{5\,n-1}"
2,\left( y\ge 18\right) \wedge \left( x\le -5\right),"y = 3\,x^{2} + 9\,x-12","3\,x^{2} + 9\,x = -y-12"
2,\left( y\ge 18\right) \wedge \left( x\le -5\right),"\left( x + \frac{3}{2}\right)^{2} = \frac{-4\,y-21}{12}","\left( x + \frac{3}{2} = -\sqrt{\frac{-4\,y-21}{12}}\right) \vee \left( x + \frac{3}{2} = +\sqrt{\frac{-4\,y-21}{12}}\right)"
2,\left( y\ge 18\right) \wedge \left( x\le -5\right),"\left( x + \frac{3}{2} = -\sqrt{\frac{-4\,y-21}{12}}\right) \vee \left( x + \frac{3}{2} = +\sqrt{\frac{-4\,y-21}{12}}\right)","x = -\frac{3}{2}-\sqrt{\frac{-4\,y-21}{12}}"
1,n > 5,"\lim_{n \to \infty } \frac{\sqrt{4\,n^{2}-3\,n-5} + 2\,n + 5}{4\,n-2}","\frac{\sqrt{4\,n^{2}-3\,n-5}}{4\,n-2} + \frac{2\,n}{4\,n-2}"
1,n > 5,"\frac{\sqrt{4\,n^{2}-3\,n-5}}{4\,n-2} + \frac{2\,n}{4\,n-2}","\frac{5}{4\,n-2}"
1,\textrm{wahr},x^{2} + x + 1,0
1,\textrm{wahr},x^{2} + x + 1,\left( x + \frac{1}{2}\right)^{2} + 1.25
2,\textrm{wahr},"\left|-6\,x + 7\right| \le 4","\left( -6\,x + 7 > -3\right) \wedge \left( -6\,x + 7\le 4\right)"
2,\textrm{wahr},"\left|-6\,x + 7\right| \le 4","\left( -6\,x + 7 > -4\right) \wedge \left( -6\,x + 7\le 4\right)"
2,\textrm{wahr},\left( -x-\frac{8}{7} > -\frac{8}{7}\right) \wedge \left( -x-\frac{8}{7} < \frac{8}{7}\right),\left( x < 0\right) \wedge \left( x > 0\right)
2,\textrm{wahr},\left( -x-\frac{8}{7} > -\frac{8}{7}\right) \wedge \left( -x-\frac{8}{7} < \frac{8}{7}\right),\left( x > 0\right) \wedge \left( x < 0\right)
2,\textrm{wahr},\left( -x-\frac{8}{7} > -\frac{8}{7}\right) \wedge \left( -x-\frac{8}{7} < \frac{8}{7}\right),\left( x > 0\right) \wedge \left( x < -\frac{16}{7}\right)
1,\textrm{wahr},"x^{2} + 9\,x + 9",\left( x + 3\right)^{2}
1,n > 5,"\lim_{n \to \infty } \frac{3\,n^{2}}{n-1}-\lim_{n \to \infty } \frac{3\,n^{2}}{n + 3}",-\infty 
2,\textrm{wahr},\left|-x + \frac{5}{7}\right| \ge \frac{8}{7},\left( -x + \frac{5}{7}\le -\frac{8}{7}\right) \wedge \left( -x + \frac{5}{7}\ge \frac{8}{7}\right)
1,n > 5,"\lim_{n \to \infty } \frac{3\,n^{2}}{n-1}-\lim_{n \to \infty } \frac{3\,n^{2}}{n + 3}","\lim_{n \to \infty } 3\,n-\lim_{n \to \infty } 3\,n"
1,n > 5,"\lim_{n \to \infty } \frac{3\,n^{2}}{n-1}-\lim_{n \to \infty } \frac{3\,n^{2}}{n + 3}","\lim_{n \to \infty } \left(-3\,n\right) -\lim_{n \to \infty } n"
2,\textrm{wahr},"\left|-2\,x-7\right|  > 1","\left( -2\,x-7 = 1\right) \vee \left( 2\,x + 7 = 1\right)"
2,\textrm{wahr},\left( x = -4\right) \vee \left( x = -3\right),"W = \big(-\infty ,-4\big) \cup \big(-3,\infty \big)"
2,\textrm{wahr},\left|-x-\frac{4}{5}\right|  > 1,\left( -x-\frac{4}{5} < -1\right) \wedge \left( -x-\frac{4}{5} > 1\right)
2,\textrm{wahr},"\left|-8\,x + 3\right| \le 1",\left|x-\frac{3}{8}\right| \le -\frac{1}{8}
2,\textrm{wahr},\left|x + \frac{3}{4}\right| \ge -\frac{3}{4},\left( x + \frac{3}{4}\le \frac{3}{4}\right) \vee \left( x + \frac{3}{4}\ge -\frac{3}{4}\right)
2,\left( y\ge 24\right) \wedge \left( x\le 1\right),x = \frac{7}{2}-\sqrt{\frac{y + 1}{4}},f^{-1} \left(x\right) = \frac{7}{2}-\sqrt{\frac{x + 1}{4}}
2,\left( y\ge -16\right) \wedge \left( x\ge 0\right),"y = 2\,x^{2} + 4\,x-16","y = x^{2} + 2\,x-8"
2,\left( y\ge -16\right) \wedge \left( x\ge 0\right),"y = 2\,x^{2} + 4\,x-16","y^{\frac{y}{2}} = x^{2} + 2\,x + \overline{1}^{8} \cdot 8-1"
2,\left( y\ge -16\right) \wedge \left( x\ge 0\right),"y^{\frac{y}{2}} = x^{2} + 2\,x + \overline{1}^{8} \cdot 8-1",y = \left( x + 1\right)^{2}-9
2,\left( y\ge -16\right) \wedge \left( x\ge 0\right),"y = 2\,x^{2} + 4\,x-16 = y","y = 2\,x^{2} + 4\,x-16"
2,\left( y\ge -16\right) \wedge \left( x\ge 0\right),"\frac{y}{2} = x^{2} + 2\,x-8","y = x^{2} + 2\,x + 1-8-1"
2,\left( y\ge -16\right) \wedge \left( x\ge 0\right),\sqrt{\frac{y}{2} + 9} = x + 1,x = \sqrt{\frac{y}{2} + 9-1}
2,\left( y\le 4\right) \wedge \left( x\ge 1\right),\left( x-1 = -\sqrt{-y} + 2\right) \vee \left( x-1 = +\sqrt{-y} + 2\right),x = 1 + \sqrt{-y} + 2
2,\left( y\le 4\right) \wedge \left( x\ge 1\right),\left( x-1 = -\sqrt{-y + 4}\right) \vee \left( x-1 = +\sqrt{-y + 4}\right),\left( x-1 = -\sqrt{-y} + 2\right) \vee \left( x-1 = +\sqrt{-y} + 2\right)
2,\left( y\ge 0\right) \wedge \left( x\ge 1\right),\sqrt{\frac{y}{3}-4}-1 = x,x = \sqrt{\frac{y}{3}-4}-1
2,\left( y\ge 0\right) \wedge \left( x\ge 1\right),\frac{y}{3} = \left( x + 1\right)^{2}-4,\frac{y}{3}-4 = \left( x + 1\right)^{2}
1,n > 5,"\lim_{n \to \infty } 3\,n-\lim_{n \to \infty } 3\,n",0
2,\left( y\le -6\right) \wedge \left( x\ge 4\right),x^{2}-x + 1^{2}-1^{2} = -y + 6,\left( x-1\right)^{2}-1 = -y + 6
1,n > 5,"\lim_{n \to \infty } 3\,n-\lim_{n \to \infty } 3\,n",3-3
1,n > 5,"\lim_{n \to \infty } 3\,n-\lim_{n \to \infty } 3\,n",\infty 
1,n > 5,"\lim_{n \to \infty } 3\,n-\lim_{n \to \infty } 3\,n","n \cdot .\,d \cdot ."
2,\left( y\le -6\right) \wedge \left( x\ge 4\right),\left( x-\frac{1}{2}\right)^{2}-\frac{1}{4} = -y + 6,\left( x-1\right)^{2} = -y + 6 + \frac{1}{4}
2,\left( y > 0\right) \wedge \left( x > \frac{-5}{4}\right),"y = \sqrt{4\,x + 5}","y-5 = \sqrt{4\,x}"
2,\left( y > 0\right) \wedge \left( x > \frac{-5}{4}\right),"\frac{1}{4}\,(y-5) = \sqrt{x}","x = \frac{1}{4}\,\left( y-5\right)^{2}"
2,\left( y > 0\right) \wedge \left( x > \frac{-5}{4}\right),"y-5 = \sqrt{4\,x}","\frac{1}{4}\,(y-5) = \sqrt{x}"
2,\left( y > 0\right) \wedge \left( x > \frac{-5}{4}\right),"\Leftrightarrow y^{2} = 4\,x + 5","y^{2}-5 = 4\,x"
2,\left( y\le 2\right) \wedge \left( x\le -1\right),\frac{9}{4}-y = \left( x + \frac{1}{2}\right)^{2},\frac{3}{2}-\sqrt{y} = x + \frac{1}{2}
2,\left( y\le 2\right) \wedge \left( x\le -1\right),"2-y = x\,(x + 1)",x = 1-\sqrt{y}
2,\left( y\le 2\right) \wedge \left( x\le -1\right),"2-y = x\,(x + 1)",\frac{2-y}{x + 1} = x
2,\left( y > 0\right) \wedge \left( x > \frac{0}{6}\right),"y = \sqrt{6\,x}","6\,x = y^{2}"
1,n > 5,"\lim_{n \to \infty } \left(\frac{n^{5}}{1 + 5\,n^{4} + n^{5}} + \frac{7\,n^{4}}{4 + 3\,n^{3} + 8\,n^{4}}\right) ","\lim_{n \to \infty } \frac{n^{5}}{n^{5}} + \lim_{n \to \infty } \frac{7\,n^{4}}{8\,n^{4}}"
2,\textrm{wahr},"\left|-2\,x + 4\right| \ge 7","\left( -2\,x + 4\ge 7\right) \wedge \left( -2\,x + 4\le -7\right)"
1,n > 5,\lim_{n \to \infty } 1 + \lim_{n \to \infty } \frac{7}{8},\frac{15}{8}
2,\left( y\ge 24\right) \wedge \left( x\le -6\right),"y = 4\,x^{2} + 28\,x + 48","y = x^{2} + 7\,x + 12"
