category,assumptions,t0,t1
2,\textrm{wahr},"x + 4 = -x-5\,o","0 = 4 + 5\,o"
2,\textrm{wahr},"x + 4 = -x-5\,o","x + x = 5\,o-4"
2,\textrm{wahr},"4\,p + 4 = -3\,p-2\,s","p = -2\,s-4"
2,q < \frac{p^{2}}{4},"x^{2} + p\,x = -q","x^{2}\,p\,x + \left( \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q"
2,q < \frac{p^{2}}{4},"x^{2}\,p\,x + \left( \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q",\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q
2,"\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)","x^{2} + \frac{b}{a}\,x + \frac{c}{a} = 0",x^{2} + \frac{b}{a} = -\frac{c}{a}
2,"\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)","x^{2} + \frac{b}{a} + \left( \frac{b}{2\,a}\right)^{2} = -\frac{c}{a} + \left( \frac{b}{2\,a}\right)^{2}","\left( x + \frac{b}{2\,a}\right)^{2} = -\frac{c}{a} + \left( \frac{b}{2\,a}\right)^{2}"
2,\textrm{wahr},\left( h-4 = -\sqrt{1}\right) \vee \left( h-4 = +\sqrt{1}\right),\left( h = -\sqrt{1} + 5\right) \vee \left( h = +\sqrt{1} + 5\right)
2,\textrm{wahr},\left( h-4 = -\sqrt{1}\right) \vee \left( h-4 = +\sqrt{1}\right),\left( h = 4\right) \vee \left( h = 6\right)
2,\textrm{wahr},\left( k + \frac{7}{2} = -\sqrt{\frac{1}{4}}\right) \vee \left( k + \frac{7}{2} = +\sqrt{\frac{1}{4}}\right),\left( k = -\sqrt{\frac{1}{4}} + \frac{7}{2}\right) \vee \left( k = +\sqrt{\frac{1}{4}} + \frac{7}{2}\right)
2,\textrm{wahr},\left( d-2\right)^{2} = 22,\left( d-2 = -\sqrt{2} \cdot 2\right) \vee \left( d-2 = \sqrt{2} \cdot 2\right)
2,\textrm{wahr},\left( d-2\right)^{2} = 22,"\left( d-2 = \sqrt{2}\,\overline{2}\right) \vee \left( d-2 = \sqrt{2}\,\overline{2}\right)"
2,\textrm{wahr},\left( d-2\right)^{2} = 22,\left( d-2 = \sqrt{22}\right) \vee \left( d-2 = \sqrt{22}\right)
2,\textrm{wahr},"8\,c = 5-p",c = 1.6-p
2,\textrm{wahr},"-5\,c + 5 = 3\,c + p","-8\,c = -5\,p"
2,\textrm{wahr},"d^{2} + 6\,d + 9 = 1",\left( d + 9\right)^{2} = 1
2,\textrm{wahr},\left( t-3\right)^{2} = -9,\left( t-3 = \sqrt{9}\right) \vee \left( t-3 = \sqrt{9}\right)
2,\textrm{wahr},\left( t-3 = \sqrt{9}\right) \vee \left( t-3 = \sqrt{9}\right),\left( t = -3-\sqrt{9}\right) \vee \left( t = -3 + \sqrt{9}\right)
2,\textrm{wahr},\left( t-3 = 0\right) \vee \left( t-3 = 0\right),\left( t = -3\right) \vee \left( t = -3\right)
2,\textrm{wahr},"-3\,b^{2}-6\,b + 9 = 0","-b^{2} + 2\,b-3 = 0"
2,\textrm{wahr},"-b^{2} + 2\,b-3 = 0",b-\frac{3}{2} = \frac{3}{2}
2,\textrm{wahr},b-\frac{3}{2} = \frac{3}{2},\left( b-\frac{3}{2} = -\sqrt{\frac{3}{2}}\right) \vee \left( b-\frac{3}{2} = +\sqrt{\frac{3}{2}}\right)
2,\textrm{wahr},"b^{2} + 2\,b-3 = 0",b-\frac{3}{2} = \frac{3}{2}
2,\textrm{wahr},"b^{2} + 2\,b-3 = 0",\left( b-1\right)^{2} = 4
2,\textrm{wahr},\left( b-1 = -\sqrt{4}\right) \vee \left( b-1 = +\sqrt{4}\right),"\left( b = 1-\sqrt{4}\right) \vee \left( b = 1\,\sqrt{4}\right)"
2,\textrm{wahr},\left( b + 1 = -\sqrt{4}\right) \vee \left( b + 1 = +\sqrt{4}\right),"\left( b = -1-\sqrt{4}\right) \vee \left( b = -1\,\sqrt{4}\right)"
2,\textrm{wahr},"2\,p = -5-q",p = -2
2,\textrm{wahr},"(-3\,g-2)\,(-2\,g-3) = 0","+5\,g^{2} + 13\,g + 6 = 0"
2,\textrm{wahr},"+5\,g^{2} + 13\,g + 6 = 0",\left( g + \frac{\frac{13}{5}}{2}\right)^{2} = -\frac{47}{10}
2,\textrm{wahr},\left( g + \frac{\frac{13}{5}}{2}\right)^{2} = -\frac{47}{10},\left( g + \frac{\frac{13}{5}}{2} = -\sqrt{\frac{47}{10}}\right) \vee \left( g + \frac{\frac{13}{5}}{2} = +\sqrt{\frac{47}{10}}\right)
2,\textrm{wahr},"+6\,g^{2} + 13\,g + 6 = 0",g + \frac{\frac{13}{6}}{2} = -\frac{59}{12}
2,\textrm{wahr},g + \frac{\frac{13}{6}}{2} = -\frac{59}{12},\left( g + \frac{\frac{13}{6}}{2} = -\sqrt{\frac{59}{12}}\right) \vee \left( g + \frac{\frac{13}{6}}{2} = +\sqrt{\frac{59}{12}}\right)
2,\textrm{wahr},\left( g = -\frac{\frac{13}{6}}{2}-\sqrt{\frac{1}{12}}\right) \vee \left( g = -\frac{\frac{13}{6}}{2} + \sqrt{\frac{1}{12}}\right),"\mathbb{L} = \left\{-\frac{\frac{13}{6}}{2}-\sqrt{\frac{1}{12}},\frac{\frac{13}{6}}{2} + \sqrt{\frac{1}{12}}\right\}"
2,\textrm{wahr},"(-3\,g-2)\,(-2\,g-3) = 0","-3\,g-2 = 0"
2,\textrm{wahr},"-3\,g-2 = 0","-2\,g-3 = 0"
2,\textrm{wahr},\left( g = -\frac{2}{3}\right) \vee \left( g = -\frac{3}{2}\right),"\mathbb{L} = \left\{\frac{2}{3},\frac{3}{2}\right\}"
2,\textrm{wahr},\left( g = -\frac{2}{3}\right) \vee \left( g = -\frac{3}{2}\right),"\mathbb{L} = \left\{-\frac{2}{3},-\frac{3}{2}\right\}"
2,\textrm{wahr},\left( g = -\frac{2}{3}\right) \vee \left( g = -\frac{3}{2}\right),"\mathbb{L} = \left\{-\frac{3}{2},-\frac{2}{3}\right\}"
2,\textrm{wahr},\left( g = -\frac{2}{3}\right) \vee \left( g = -\frac{3}{2}\right),"\mathbb{L} = \left\{-1.5,-\frac{2}{3}\right\}"
2,\textrm{wahr},\left( g = -\frac{2}{3}\right) \vee \left( g = -\frac{3}{2}\right),"\mathbb{L} = \left\{-\frac{2}{3},-1.5\right\}"
2,q < \frac{p^{2}}{4},\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q,x + \frac{p}{2} = -\sqrt{\left( \left( \frac{p}{2}\right)^{2}-q\right) \vee \left( x + \frac{p}{2} = +\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right)}
2,q < \frac{p^{2}}{4},\left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = +\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),\left( x = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}-\frac{p}{2}\right) \vee \left( x = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}-\frac{p}{2}\right)
2,q < \frac{p^{2}}{4},"x^{2} + p\,x + \frac{p}{2} = \left( \frac{p}{2}\right)^{2}-q",\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q
2,q < \frac{p^{2}}{4},"x^{2} + p\,x = -q","x^{2} + p\,x + \frac{p}{2} = \left( \frac{p}{2}\right)^{2}-q"
2,\textrm{wahr},"7\,z = 3\,s + 5","z = \frac{7}{3}\,s + 5"
2,\textrm{wahr},"7\,z = 3\,s + 5","z = \frac{3}{7}\,s + 5"
2,\textrm{wahr},"2\,p = -9\,r-5",p = -\frac{9}{2}-\frac{5}{2}
2,\textrm{wahr},"8\,l-1 = 5\,z","\frac{5}{8}\,l-\frac{1}{5} = z"
2,\textrm{wahr},"-3\,w = 5\,u + 3",w = -\frac{5}{3}-1
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),-\frac{2}{x + 1} + \frac{1}{x + 2} = 0,-\frac{2}{x + 1} = \frac{1}{x + 2}
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),-\frac{2}{x + 1} = \frac{1}{x + 2},"-2\,(x + 1) = 1\,(x + 2)"
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),"-2\,x + 2 = x + 2",\textrm{falsch}
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),-\frac{2}{x + 1} + \frac{1}{x + 2} = 0,"-2\,(x + 1) + 1\,(x + 2) = 0"
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),-x = 0,\textrm{falsch}
2,\textrm{wahr},"-9\,d = -2\,q-4","d = -\frac{2}{9}\,q + \frac{4}{9}"
2,"\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)","a\,x^{2} + b\,x + \left( \frac{b\,x}{2}\right)^{2} = \left( \frac{b\,x}{2}\right)^{2}-c","\left( a\,x + \frac{b\,x}{2}\right)^{2} = \left( \frac{b\,x}{2}\right)^{2}-c"
2,"\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)","\left( a\,x + \frac{b\,x}{2}\right)^{2} = \left( \frac{b\,x}{2}\right)^{2}-c","\left( \left( a\,x + \frac{b\,x}{2}\right)^{2} = -\sqrt{\left( \frac{b\,x}{2}\right)^{2}-c}\right) \vee \left( \left( a\,x + \frac{b\,x}{2}\right)^{2} = +\sqrt{\left( \frac{b\,x}{2}\right)^{2}-c}\right)"
2,"\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)","\left( \left( a\,x + \frac{b\,x}{2}\right)^{2} = -\sqrt{\left( \frac{b\,x}{2}\right)^{2}-c}\right) \vee \left( \left( a\,x + \frac{b\,x}{2}\right)^{2} = +\sqrt{\left( \frac{b\,x}{2}\right)^{2}-c}\right)","\left( x = \frac{-b-\sqrt{b^{2}-4\,a\,c}}{2\,a}\right) \vee \left( x = \frac{-b + \sqrt{b^{2}-4\,a\,c}}{2\,a}\right)"
2,\textrm{wahr},"-3\,u^{2} + 3\,u-2\,u + 2 = 0","-3\,u^{2}\,u = -2"
2,\textrm{wahr},"-3\,u^{2}\,u = -2","\sqrt{3\,u^{2}-u} = 2"
2,\left( x\neq -2\right) \wedge \left( x\neq 3\right),\frac{4}{x + 2} + \frac{3}{x-3} = 0,"4 + 3 = (x + 2)\,(x-3)"
2,\textrm{wahr},"(-3\,b + 3)\,(-5\,b + 4) = 0","-8\,b^{2}-7^{2} = 0"
2,\textrm{wahr},w = l-\frac{5}{3},"-\big(l-1,675\big) = -4\,\big(l-1,67\big) + 3\,l"
2,\textrm{wahr},"-8\,s = -r-2","4\,s = \frac{r}{2}"
2,\textrm{wahr},"(r + 2)\,(r-3) = 0","r\,(2-3) = 0"
2,\textrm{wahr},"r\,(2-3) = 0","r = 0\,v \cdot 2-3 = 0"
2,\textrm{wahr},"r = 0\,v \cdot 2-3 = 0",r = 0
2,\textrm{wahr},"3\,r + 2 = 2\,x","1.5\,r = x"
2,\textrm{wahr},r^{2}-r = 6,r = 3
2,\textrm{wahr},r^{2}-r = 3^{2}-3,r = 3
2,\textrm{wahr},"(3\,r + 1)\,(r + 2) = 0","3\,r^{2} + 2\,r + r + 2 = 0"
2,\textrm{wahr},"-t + 1 = 3\,t-2\,g","-4\,t + 1 = 2\,g"
2,\textrm{wahr},"-2\,t + \frac{1}{2} = g",g = -2 + \frac{1}{2}
2,\textrm{wahr},"-5\,t + 2 = 5\,t + 5\,g","-5\,g = -10\,t + 2"
2,\textrm{wahr},"(3\,r + 1)\,(r + 2) = 0","\left( 3\,r + 1 = 0\right) \vee \left( r + 2 = o\right)"
2,\textrm{wahr},"\left( 3\,r + 1 = 0\right) \vee \left( r + 2 = o\right)",\left( r = \frac{1}{3}\right) \vee \left( r = -2\right)
2,\textrm{wahr},"\left( 2\,x = 1\right) \wedge \left( 4\,x = -5\right)",\left( x = \frac{1}{2}\right) \wedge \left( x = \frac{-3}{5}\right)
2,\textrm{wahr},"\left( 2\,x = 1\right) \wedge \left( 4\,x = -5\right)",\left( x = \frac{1}{2}\right) \wedge \left( x = -\frac{3}{5}\right)
2,\textrm{wahr},"n + 1 = -2\,n + a","3\,n = a + 1"
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),"-2 = -\frac{1\,(x + 1)}{x + 2}","-2\,(x + 2) = 1\,(x + 1)"
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),"-2\,x-4 = x + 1","-3 = 3\,x"
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),-1 = x,\textrm{falsch}
2,\textrm{wahr},\left( u-5\right)^{2} = 10,\left( u-5 = \sqrt{10}\right) \vee \left( u-5 = \sqrt{10}\right)
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),"-2\,x-4 = -x-1","-3 = -3\,x"
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),1 = x,\textrm{falsch}
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),-3 = x,\textrm{falsch}
2,\textrm{wahr},"\left( -2\,f + 2 = 0\right) \wedge \left( 4\,f-4 = 0\right)","\left( -2\,f + 2 = o\right) \wedge \left( 4\,f-4 = 0\right)"
2,\textrm{wahr},\left( w + 3\right)^{2} = 4,w_1 + 3 = \sqrt{4}
2,\textrm{wahr},w_1 = -1,w_2 + 3 = -\sqrt{4}
2,x\neq 3,"\frac{-4\,x + 12}{x-3} = -4","-4\,x + 12 = -4\,(x + 3)"
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),x = -3,\textrm{falsch}
2,\left( x\neq -1\right) \wedge \left( x\neq -2\right),x = -3,\textrm{wahr}
2,\textrm{wahr},"\left( -2\,t + 3 = 0\right) \vee \left( -3\,t-3 = 0\right)","\left( -2\,t = 3\right) \vee \left( -3\,t = 3\right)"
2,\textrm{wahr},"\left( -2\,t = -3\right) \vee \left( -3\,t = 3\right)",\left( t = -\frac{3}{2}\right) \vee \left( t = -1\right)
2,\left( x\neq 2\right) \wedge \left( x\neq 1\right),"-3\,x + 3 = -5\,x + 10","2\,x = -7"
2,\left( x\neq -2\right) \wedge \left( x\neq 1\right),"1\,(x-1) = -1\,(x + 2)","x-1 = -2\,x-2"
2,\left( x\neq -2\right) \wedge \left( x\neq 1\right),"x-1 = -2\,x-2","3\,x = 1"
2,\left( x\neq -2\right) \wedge \left( x\neq 1\right),x-1 = -x-2,0 = 1
2,\textrm{wahr},"-z + 2 = -5\,z + 2\,y","-4\,z = -2\,y-2"
2,\textrm{wahr},"-z + 2 = -5\,z + 2\,y","-4\,z = 2\,y-2"
2,\textrm{wahr},"\left( -2\,f + 2 = o\right) \vee \left( 4\,f-4 = 0\right)","\left( -2\,f = -2\right) \vee \left( 4\,f = 4\right)"
2,x\neq 4,0 = o,\textrm{wahr}
2,x\neq 4,"-7\,x + 28 = -7\,x + 28",0 = o
2,\left( x\neq 2\right) \wedge \left( x\neq -2\right),"-4\,x-8-5\,x + 1\,o = 0","-9\,x + 2 = 0"
2,\left( x\neq 2\right) \wedge \left( x\neq -2\right),"-4\,(x + 2)-5\,(x-2) = 0","-4\,x-8-5\,x + 1\,o = 0"
2,\left( x\neq 2\right) \wedge \left( x\neq -2\right),"-4\,x + 2-5\,(x-2) = 0","-4\,x-8-5\,x + 1\,o = 0"
2,\left( x\neq 2\right) \wedge \left( x\neq -2\right),"-4\,x-8-5\,(x-2) = 0","-4\,x-8-5\,x + 1\,o = 0"
2,\textrm{wahr},"5\,r-4 = 3\,x","5\,r-\frac{4}{3} = x"
2,\left( x\neq 1\right) \wedge \left( x\neq -1\right),\frac{5}{x-1} + \frac{1}{x + 1} = 0,"5 = \frac{1\,(x-1)}{x + 1}"
2,\left( x\neq 1\right) \wedge \left( x\neq -1\right),"5\,x + 5 = x-1","4\,x = 4"
2,\textrm{wahr},"-3\,a + 2 = 2\,a-4\,p","5\,a + 2 = 4\,p"
2,\left( x\neq 1\right) \wedge \left( x\neq -1\right),"5\,x + 5 = -x + 1","4\,x = -4"
2,\textrm{wahr},"3\,c + 4 = -c-1\,\left|+c\right| -4","4\,c = -5"
2,\textrm{wahr},"5\,m = 4\,h + 3","m = \frac{4}{5}\,h + \frac{3}{4}"
2,\left( x\neq 1\right) \wedge \left( x\neq -2\right),"3\,x + 6-5\,(x-1) = 0","3\,x + 6-5\,x + 5 = o"
2,\left( x\neq 1\right) \wedge \left( x\neq -2\right),"3\,x + 6-5\,x + 5 = o","-2\,x + 11 = 0"
2,\left( x\neq 3\right) \wedge \left( x\neq -1\right),"5\,x + 5 + 2\,x-6 = 0","7\,x-1 = o"
2,\left( x\neq 3\right) \wedge \left( x\neq -1\right),"7\,x-1 = o","7\,x = 1"
2,\textrm{wahr},\left( h-\frac{7}{2}\right)^{2}-\frac{9}{4} = 0,\left( h-\frac{7}{2} = -\frac{3}{2}\right) \vee \left( h-\frac{7}{2} = \frac{3}{2}\right)
2,q < \frac{p^{2}}{4},"x^{2} + p\,x + q = 0","x^{2} + p\,x + \left( \frac{p}{2}\right)^{2}\,\left( \frac{p}{2}\right)^{2} + q = 0"
2,q < \frac{p^{2}}{4},\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0,"\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}\,q"
2,q < \frac{p^{2}}{4},"x^{2} + p\,x + \left( \frac{p}{2}\right)^{2}\,\left( \frac{p}{2}\right)^{2} + q = 0",\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0
2,q < \frac{p^{2}}{4},"x^{2} + p\,x + q = 0","x^{2} + p\,x + q + \left( \frac{p}{2}\right)^{2}\,\left( \frac{p}{2}\right)^{2} = 0"
2,q < \frac{p^{2}}{4},"x^{2} + p\,x + q + \left( \frac{p}{2}\right)^{2}\,\left( \frac{p}{2}\right)^{2} = 0",\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0
2,q < \frac{p^{2}}{4},"x^{2} + p\,x + q = 0","x^{2} + p\,x + q-\frac{p}{2} + \left( \frac{p}{2}\right)^{2} = 0"
