category,assumptions,t0,t1
2,a = \frac{4}{5},x = -1,\textrm{falsch}
2,\left( x\neq 0.5\right) \wedge \left( x > 0.5\right),x\le \frac{18}{35},\left( x > \frac{1}{2}\right) \wedge \left( x\le \frac{18}{35}\right)
2,a\neq \frac{4}{5},"(4 + 5\,a)\,x = -8","x = -\frac{8}{4 + 5\,a}"
2,\left( x\neq 0.5\right) \wedge \left( x > \frac{1}{2}\right),x\le \frac{18}{35},\left( x > \frac{1}{2}\right) \wedge \left( x\le \frac{18}{35}\right)
2,\textrm{wahr},"\sqrt{4\,x-5} + 2 = \sqrt{4\,x + 3}","4\,x-5 + \sqrt[4]{4\,x-5} + 4 = 4\,x + 3"
2,\textrm{wahr},"(-1-a)\,x = 1",0 = 1
2,\textrm{wahr},"(-1-a)\,x = 1",x = \frac{1}{-1-a}
2,a\neq \frac{4}{5},"(4 + 5\,a)\,x = -8","x = \left\{\frac{-8}{4 + 5\,a}\right\}"
2,\textrm{wahr},c > 0,"\mathbb{L} = \big(0,\infty \big)"
2,\textrm{wahr},"\left( -2\,m-4 = -15\right) \vee \left( -2\,m-4 = 15\right)","\left( -2\,m = -19\right) \vee \left( -2\,m = 13\right)"
2,\textrm{wahr},"2\,p + 1 > 4\,p + 2","-2\,p > 3"
2,\textrm{wahr},"\left( \sqrt{3\,x-6} + 1\right)^{2} + \sqrt[2]{3\,x-6} + 1 = \sqrt{3\,x + 7}","3\,x-6 + \sqrt[2]{3\,x-6} + 1 = 3\,x + 7"
2,\textrm{wahr},"\sqrt{3\,x-6} = 6","\sqrt{3\,x-6} = 6^{2}"
2,\textrm{wahr},"\sqrt[2]{3\,x-6} = 12","\sqrt{3\,x-6} = \frac{12}{2}"
2,\textrm{wahr},"\left( \sqrt{3\,x-6} + 1\right)^{2} + \sqrt[2]{3\,x-6} + 1 = \sqrt{3\,x + 7}^{2}","3\,x-6 + \sqrt[2]{3\,x-6} + 1 = 3\,x + 7"
2,\textrm{wahr},"6\,q = 2",L = \left\{2\right\}
2,\textrm{wahr},"5\,q-3 = -q-1",0 = -4
2,\textrm{wahr},x-1 + \sqrt[2]{x-1} \cdot 2 + 4 = x + 7,x-1 + \sqrt[4]{x-1} + 4 = x + 7
2,\textrm{wahr},x-1 + \sqrt[2]{x-1} \cdot 2 + 4 = x + 7,x-1 + \sqrt[2]{x-1} + 4 = x + 7
2,\textrm{wahr},\sqrt{x-1} + 2 = \sqrt{x + 7},x-1 + \sqrt[4]{x-1} + 4 = x + 7
2,\textrm{wahr},\left|x-2\right| \ge 3,\left( x-2\ge 3\right) \wedge \left( x-2\le -3\right)
2,\textrm{wahr},\left|x-2\right| \ge 3,\left( x-2\ge 3\right) \wedge \left( -x + 2\ge 3\right)
2,\textrm{wahr},x + 3 + \sqrt[2]{x-1} = x + 7,\sqrt[4]{x-1} = 4
2,\textrm{wahr},\left|x-2\right| \ge 3,\left( x-2\ge 3\right) \wedge \left( x-2\ge -3\right)
2,\textrm{wahr},"14\,x^{2} + x-2 = 0",\left( x = 14\right) \vee \left( \left( x = 1\right) \vee \left( x = -2\right)\right)
2,\textrm{wahr},\sqrt[2]{x-1} = 4,\sqrt{x-1} = \frac{4}{2}
2,\textrm{wahr},\sqrt[2]{x-1} = 4,x-1 = \sqrt{4}
2,\textrm{wahr},\sqrt[2]{x-1} = 4,x-1 = 2
2,\textrm{wahr},"14\,x^{2} + x-2 = 0",\left( x = 14\right) \vee \left( x = -2\right)
2,\textrm{wahr},\sqrt[2]{x-1} = 4,x-1 = \sqrt[2]{4}
2,\textrm{wahr},\sqrt[2]{x-1} = 4,\sqrt{x-1} = 2
2,\textrm{wahr},\sqrt[2]{x-1} = 4,\sqrt{x-1} = \frac{2}{4}
2,\textrm{wahr},\sqrt[2]{x-1} = 4,\sqrt[2]{x-1} = \frac{4}{2}
2,\textrm{wahr},"6\,n-2 + 2 = 8 + 2","6\,n = 9"
2,\textrm{wahr},"5\,n-2 = 2\,n + 5","6\,n-2 = 8"
2,z\neq -2,"(6 + 3\,z)\,u > 4","u > \frac{4}{6 + 3\,z}"
2,\textrm{wahr},"-u + 4 < 5\,u + 3\,z","6\,u + 3\,z\,u > 4"
2,\textrm{wahr},"5\,n-2 = 2\,n + 5","6\,n = 9"
2,\textrm{wahr},"x^{2} + \frac{3}{2}\,x-\frac{3}{2} = 0",\left( x = -\frac{3}{2} + \frac{\sqrt{33}}{4}\right) \vee \left( x = -\frac{3}{2}-\frac{\sqrt{33}}{4}\right)
2,\textrm{wahr},"5\,n-2 = 2\,n + 5","5\,n = 10"
2,\textrm{wahr},"4 < 6\,u + 3\,z","6\,u + 3\,z\,u > 4"
2,\textrm{wahr},"x^{2} + \frac{3}{2}\,x-\frac{3}{2} = 0","\left( x = -\frac{\frac{3}{2}}{2}\,x + \sqrt{\left( \frac{\frac{3}{2}}{2}\right)^{2} + \frac{3}{2}}\right) \vee \left( x = -\frac{\frac{3}{2}}{2}\,x-\sqrt{\left( \frac{\frac{3}{2}}{2}\right)^{2} + \frac{3}{2}}\right)"
2,\textrm{wahr},"\left( x = -\frac{\frac{3}{2}}{2}\,x + \sqrt{\left( \frac{\frac{3}{2}}{2}\right)^{2} + \frac{3}{2}}\right) \vee \left( x = -\frac{\frac{3}{2}}{2}\,x-\sqrt{\left( \frac{\frac{3}{2}}{2}\right)^{2} + \frac{3}{2}}\right)",\left( x = -\frac{3}{2} + \frac{\sqrt{33}}{4}\right) \vee \left( x = -\frac{3}{2}-\frac{\sqrt{33}}{4}\right)
2,\textrm{wahr},"3\,n = 7",n = 2
2,\textrm{wahr},"\left|4\,x-5\right|  + \left|6\,x-3\right|  = 4","\left( 4\,x-5 + 6\,x-3 = -4\right) \wedge \left( 4\,x-5 + 6\,x-3 = 4\right)"
2,\textrm{wahr},"-2\,m + 5 = -4","-2\,m + 5-5 = -5-5"
2,\textrm{wahr},"-4\,m + 5 = -2\,m-4","3\,m + 5 = -4"
2,\textrm{wahr},x^{2}-x-5 > 0,"x^{2}-x\,\left( \frac{-1}{2}\right)^{2}-\left( \frac{-1}{2}\right)^{2}-5 > 0"
2,\textrm{wahr},"x^{2}-x\,\left( \frac{-1}{2}\right)^{2}-\left( \frac{-1}{2}\right)^{2}-5 > 0",x^{2}-x + 0.25-0.25-5 > 0
2,\textrm{wahr},"\left|4\,x-5\right|  + \left|6\,x-3\right|  = 4","\left( 4\,x-5 + 6\,x-3 = -4\right) \vee \left( 4\,x-5 + 6\,x-3 = 4\right)"
2,g\ge -1,y\ge 0,"\mathbb{L} = \left\{-1,\infty \right\}"
2,g\ge -1,"3 + 3\,g\ge y",y\ge 0
2,g\le -1,y\le 0,"\mathbb{L} = \left\{-\infty ,-1\right\}"
2,g\ge -1,y\ge -1,"\mathbb{L} = \left\{-1,\infty \right\}"
2,g\ge -1,"3 + 3\,g\ge y",y\ge -1
2,\textrm{wahr},"-8\,d\ge 5",d = \frac{5}{8}
2,\textrm{wahr},\left|x-0.5\right|  > \sqrt{5.25},\left( x-0.5 < -\sqrt{5.25}\right) \wedge \left( x-0.5 > \sqrt{5.25}\right)
2,\textrm{wahr},"9\,c = 1",c = 0.1
2,\textrm{wahr},"\sqrt{x^{2} + x + 3} = -4\,x","x^{2} + x + 3 = -4\,x^{2}"
2,\textrm{wahr},"x^{2}-4\,x + \left( \frac{-4}{2}\right)^{2}-\frac{-4}{2} + 2\ge 0","x^{2}-4\,x + 4-4 + 2\ge 0"
2,\textrm{wahr},\left|x-2\right| \ge \sqrt{2},\left( x-2\le -\sqrt{2}\right) \wedge \left( x-2\ge \sqrt{2}\right)
2,\textrm{wahr},"\sqrt{x^{2} + x + 3} = -4\,x","x + x + 3 = -4\,x^{2}"
2,\textrm{wahr},"-4\,x = -3\,a","x = -\frac{3\,a}{4}"
2,\textrm{wahr},"-5\,x = (-3\,a)\,x","-4\,x = -3\,a"
2,\textrm{wahr},"-5\,x = (-3\,a)\,x","-\frac{5}{1}\,x = -3\,a"
2,\textrm{wahr},"-\frac{5}{1}\,x = -3\,a","x = -\frac{3\,a}{4}"
2,\textrm{wahr},"-5\,x = (-3\,a)\,x","6\,x = -3\,a"
2,\textrm{wahr},"6\,x = -3\,a","x = -\frac{3\,a}{4}"
2,\textrm{wahr},"-3\,a = 6\,x","x = -\frac{3\,a}{4}"
2,\textrm{wahr},"-5\,x = (-3\,a)\,x","-3\,a = 6\,x"
2,\textrm{wahr},"-5\,x = (-3\,a)\,x","-5\,x = -3\,x + a\,x"
2,\textrm{wahr},"-5\,x = -3\,x + a\,x","x = -\frac{3\,a}{4}"
2,\left( x\neq -1.4\right) \wedge \left( x > 7\right),"x < \frac{35}{2}\,x + \frac{51}{2}","x < \frac{35\,x + 51}{2} > 7"
2,\left( x\neq -1.4\right) \wedge \left( x > 7\right),"x < \frac{35}{2}\,x + \frac{51}{2}","\left( \frac{35\,x + 51}{2} > x\right) \wedge \left( \frac{35\,x + 51}{2} < 7\right)"
2,q < \frac{p^{2}}{4},\left( x + \frac{p}{2}\right)^{2} = \frac{p^{2}}{4}-q,x + \frac{p}{2} = \sqrt{\frac{p^{2}}{4}-q}
2,\left( x\neq 2\right) \wedge \left( x > 2\right),-x > -15,x > 15
2,\left( x\neq -1.4\right) \wedge \left( x < -\frac{7}{5}\right),"\frac{-2\,x + 2}{-5\,x-7} > 7","-2\,x + 2 < 7\,(-5\,x-7)"
2,\textrm{wahr},"-6\,u < -4 + 3\,z","u < \frac{4}{6} + \frac{3}{6}\,z"
2,\textrm{wahr},"-6\,u < -4 + 3\,z","u < \frac{4}{6}-\frac{3}{6}\,z"
2,\textrm{wahr},"-6\,u < -4 + 3\,z","u < \frac{4}{6} + \frac{3}{-6}\,z"
2,\left( x\neq -1.4\right) \wedge \left( x > -\frac{7}{5}\right),x > -\frac{17}{11},\textrm{falsch}
2,\left( a = -1\right) \wedge \left( a\neq -1\right),"(-1-a)\,x = -5",x = \frac{-5}{-1-a}
2,\left( x\neq -1.4\right) \wedge \left( x < -\frac{7}{5}\right),x > -\frac{17}{11},\textrm{falsch}
2,\left( x\neq -1.4\right) \wedge \left( x < -\frac{7}{5}\right),x < -\frac{17}{11},\textrm{wahr}
2,x\neq -1.4,x > -\frac{17}{11},\textrm{falsch}
2,\left( x\neq -4.5\right) \wedge \left( x\le -2\right),"\frac{-5\,x-5}{2\,x + 9}\ge 1","-5\,x-5\le 1\,(2\,x + 9)"
2,\left( x\neq -4.5\right) \wedge \left( x\le -2\right),"\frac{-5\,x-5}{2\,x + 9}\ge 1","-5\,x-5 < 1\,(2\,x + 9)"
2,\left( x\neq -4.5\right) \wedge \left( x\le -2\right),"-5\,x-5\ge 1\,(2\,x + 9)","-5\,x-5\le 2\,x + 9"
2,\left( x\neq -4.5\right) \wedge \left( x\le -2\right),"-7\,x\ge 14",x\ge -2
2,\left( x\neq 3\right) \wedge \left( x > 3\right),"\frac{2\,x + 4}{-3\,x + 9} < 1","2\,x + 4 < 1\,(-3\,x + 9)"
2,\left( x\neq 3\right) \wedge \left( x > 3\right),"\frac{2\,x + 4}{-3\,x + 9} < 1","2\,x + 4 < -3\,x + 9"
2,\left( x\neq 3\right) \wedge \left( x > 3\right),"2\,x + 4 > 1\,(-3\,x + 9)","2\,x + 4 < -3\,x + 9"
2,\left( x\neq 3\right) \wedge \left( x > 3\right),x > 1,\textrm{falsch}
2,x\neq 3,"\frac{2\,x + 4}{-3\,x + 9} < 1","2\,x + 4 > 1\,(-3\,x + 9)"
2,x\neq 3,x > 1,\textrm{falsch}
2,\left( x\neq 3\right) \wedge \left( x < 3\right),"\frac{2\,x + 4}{-3\,x + 9} < 1","2\,x + 4 > 1\,(-3\,x + 9)"
2,\left( x\neq 3\right) \wedge \left( x < 3\right),x > 1,\textrm{falsch}
2,\left( x\neq 3\right) \wedge \left( x < 3\right),x < 1,\textrm{falsch}
2,\left( x\neq 3\right) \wedge \left( x < 3\right),x < 1,\textrm{wahr}
2,\left( x\neq -1.4\right) \wedge \left( x < -\frac{7}{5}\right),x > -\frac{17}{11},-\frac{7}{5} > x > -\frac{17}{11}
2,\left( x\neq 2\right) \wedge \left( x < 2\right),"\frac{3\,x + 6}{-2\,x + 4} < 8","3\,x + 6 > 8\,(-2\,x + 4)"
2,\left( x\neq 2\right) \wedge \left( x > 2\right),"\frac{3\,x + 6}{-2\,x + 4} < 8","3\,x + 6 < 8\,(-2\,x + 4)"
2,\textrm{wahr},\left|z + \frac{5}{3}\right|  = 6,"z + \frac{5}{3} = -6\,z + \frac{5}{3} = 6"
2,\textrm{wahr},"z + \frac{5}{3} = -6\,z + \frac{5}{3} = 6",\left( z = -6-\frac{5}{3}\right) \vee \left( 6 = 6 + \frac{5}{3}\right)
2,\textrm{wahr},\left( z + \frac{5}{3} = -6\right) \vee \left( z + \frac{5}{3} = 6\right),\left( z = -6-\frac{5}{3}\right) \vee \left( 6 = 6 + \frac{5}{3}\right)
2,\textrm{wahr},\left( z + \frac{5}{3} = -6\right) \vee \left( z + \frac{5}{3} = 6\right),\left( z = -6-\frac{5}{3}\right) \vee \left( z = 6 + \frac{5}{3}\right)
2,\textrm{wahr},\left( z + \frac{5}{3} = -6\right) \vee \left( z + \frac{5}{3} = 6\right),\left( z = -7.66\right) \vee \left( z = 7.66\right)
1,\textrm{wahr},"\frac{4\,f\,g}{f\,g-g^{2}} + \frac{4\,g^{2}}{g^{2}-f\,g}","\left( -f\,g + g^{2}\right)^{-1}\,g^{2} + 4\,\left( -g^{2} + f\,g\right)^{-1}\,f"
1,\textrm{wahr},"-(2\,x-(5\,y-8\,z-6\,y + 8\,z)) + 6","-(2\,x-(5\,y-6\,y) + 6)"
1,\textrm{wahr},"-(2\,x-(5\,y-6\,y) + 6)","-(2\,x + y) + 6"
2,\textrm{wahr},\left( r + 2.5 = -7\right) \vee \left( r + 2.5 = 7\right),\left( r = -9.5\right) \vee \left( r = 9.5\right)
1,\textrm{wahr},\left( l + 4\right)^{2},l^{2} + 81 + 16
2,\left( x\neq 2\right) \wedge \left( x > 2\right),"\frac{-5\,x-8}{3\,x-6}\le 6","-5\,x-8\ge 6\,(3\,x-6)"
2,\left( x\neq 2\right) \wedge \left( x < 2\right),"\frac{-5\,x-8}{3\,x-6}\le 6","-5\,x-8\le 6\,(3\,x-6)"
2,\left( x\neq 2\right) \wedge \left( x < 2\right),"-23\,x\le -28","23\,x\le 28"
2,\left( x\neq 2\right) \wedge \left( x > 2\right),"-23\,x\le -28","23\,x\le 28"
2,\left( x\neq 2\right) \wedge \left( x < 2\right),"-23\,x\ge -28","23\,x\ge 28"
1,\textrm{wahr},"\left( -3\,p + 5\,w-2\right)^{2}","9\,p^{2} + 30\,p\,w + 25\,w^{2}"
2,\textrm{wahr},"\left|-2\,a-1\right|  = 13",\left|a + 0.5\right|  = -6.5
2,\textrm{wahr},"x^{2}-2\,x + 1 < 4",\left( x-1\right)^{2} < 2
2,\textrm{wahr},\left|x-1\right| \ge \sqrt{5},\left( x-1\ge \sqrt{5}\right) \wedge \left( x-1\le -\sqrt{5}\right)
2,\textrm{wahr},\left|x-1\right| \ge \sqrt{5},\left( x-1\ge -\sqrt{5}\right) \wedge \left( x-1\le \sqrt{5}\right)
2,\textrm{wahr},\left( x\ge -\sqrt{5} + 1\right) \wedge \left( x\le \sqrt{5} + 1\right),\left( x\le -1.2360667977\right) \wedge \left( x\ge 3.2360667977\right)
2,\textrm{wahr},"\sqrt{2\,x^{2}-2\,x-4} = -x-2","2\,x^{2}-2\,x-8 = \left( -x-2\right)^{2}"
2,\textrm{wahr},\left|x-1\right| \ge \sqrt{5},\left( x-1 < -\sqrt{5}\right) \wedge \left( x-1\ge \sqrt{5}\right)
2,\textrm{wahr},"\sqrt{2\,x^{2}-2\,x-4} = -x-2","2\,x^{2}-2\,x-8 = x^{2} + 4\,x + 4"
1,\left( x\neq -1\right) \wedge \left( x\neq 3\right),\frac{2}{x + 1} + \frac{4}{x-3},\frac{6}{x^{2}-2}
2,\textrm{wahr},\left|x-1\right| \ge \sqrt{5},\left( x-1-\sqrt{5}\ge 0\right) \wedge \left( \left( x-1 + \sqrt{5}\ge 0\right) \wedge \left( \left( x-1-\sqrt{5}\le 0\right) \wedge \left( x-1 + \sqrt{5}\le 0\right)\right)\right)
2,\textrm{wahr},\left( x-1-\sqrt{5}\ge 0\right) \wedge \left( \left( x-1 + \sqrt{5}\ge 0\right) \wedge \left( \left( x-1-\sqrt{5}\le 0\right) \wedge \left( x-1 + \sqrt{5}\le 0\right)\right)\right),\left( x-1 < -\sqrt{5}\right) \wedge \left( x-1\ge \sqrt{5}\right)
2,x = 3-\sqrt{17},"\sqrt{2\,x^{2}-2\,x-4} = -x-2","\sqrt{2\,\left( 3-\sqrt{17}\right)^{2}-2 \cdot (3-\sqrt{1\,F})-4} = -(3-\sqrt{17})-2"
2,x = 3-\sqrt{17},"\sqrt{2\,\left( 3-\sqrt{17}\right)^{2}-2 \cdot (3-\sqrt{1\,F})-4} = -(3-\sqrt{17})-2",\textrm{falsch}
2,\textrm{wahr},"\left|\left|2\,x-7\right| -5\right|  = 5","\left|-10\,x + 35\right|  = 5"
1,\textrm{wahr},\frac{\frac{d + s}{d-s}-\frac{d-s}{d + s}}{1-\frac{d-s}{d + s}},1 + \frac{-d + s}{d + s}
2,q < \frac{p^{2}}{4},\left( x + \frac{p}{2}\right)^{2} = \frac{p^{2}}{4}-q,x + \frac{p}{2} = \sqrt{\frac{p^{2}}{4}}-q
2,q < \frac{p^{2}}{4},x + \frac{p}{2} = \sqrt{\frac{p^{2}}{4}}-q,x = -\frac{p}{2} + \sqrt{\frac{p^{2}}{4}-q}
2,q < \frac{p^{2}}{4},\left( x + \frac{p}{2}\right)^{2} = \frac{p^{2}}{4}-q,x + \frac{p^{2}}{2} = \sqrt{\frac{p^{2}}{4}-q}
2,q < \frac{p^{2}}{4},x + \frac{p^{2}}{2} = \sqrt{\frac{p^{2}}{4}-q},x = -\frac{p}{2} + \sqrt{\frac{p^{2}}{4}-q}
2,\textrm{wahr},\left( y-2 = \sqrt{1}\right) \vee \left( y-2 = -\sqrt{1}\right),\left( y = \sqrt{1} + 2\right) \vee \left( y = -(\sqrt{1} + 2)\right)
1,\textrm{wahr},\left( w-4\right)^{2},w^{2}-w \cdot 4 + 4^{2}
1,\textrm{wahr},"n^{2}-2\,n + 1",-2 + n^{2}
1,\textrm{wahr},"\frac{d^{2}-4}{d^{2} + 5\,d + 6}",d^{-8} + 6
2,q < \frac{p^{2}}{4},\left( x + \frac{p}{2}\right)^{2} = \frac{p^{2}}{4}-q,x + \frac{p}{2} = -\sqrt{\frac{p^{2}}{4}-q}
2,q < \frac{p^{2}}{4},x + \frac{p}{2} = -\sqrt{\frac{p^{2}}{4}-q},x = -\frac{p}{2} + \sqrt{\frac{p^{2}}{4}-q}
2,q < \frac{p^{2}}{4},\left( x + \frac{p}{2}\right)^{2} = \frac{p^{2}}{4}-q,x + \frac{p}{2} = +\sqrt{\frac{p^{2}}{4}-q}
2,q < \frac{p^{2}}{4},\left( x + \frac{p}{2}\right)^{2} = \frac{p^{2}}{4}-q,x + \frac{p}{2} = \frac{p^{2}}{4}-q
2,q < \frac{p^{2}}{4},x + \frac{p}{2} = \frac{p^{2}}{4}-q,x = -\frac{p}{2} + \sqrt{\frac{p^{2}}{4}-q}
2,q < \frac{p^{2}}{4},\left( x + \frac{p}{2}\right)^{2} = \frac{p^{2}}{4}-q,\sqrt{x + \frac{p}{2}} = \frac{p^{2}}{4}-q
2,q < \frac{p^{2}}{4},\sqrt{x + \frac{p}{2}} = \frac{p^{2}}{4}-q,x = -\frac{p}{2} + \sqrt{\frac{p^{2}}{4}-q}
1,\textrm{wahr},"(2\,y-3\,w-3)\,(2\,y + 3\,w-3)","\left( 2\,y-3\,w-3\right)^{2}\,\left( 2\,y + 3\,w-3\right)^{2}"
2,\textrm{wahr},\left|x-1\right| \ge \sqrt{5},\left( x-1-\sqrt{5}\ge 0\right) \wedge \left( \left( x-1 + \sqrt{5}\ge 0\right) \vee \left( \left( x-1-\sqrt{5}\le 0\right) \wedge \left( x-1 + \sqrt{5}\le 0\right)\right)\right)
2,\textrm{wahr},\left( x-1-\sqrt{5}\ge 0\right) \wedge \left( \left( x-1 + \sqrt{5}\ge 0\right) \vee \left( \left( x-1-\sqrt{5}\le 0\right) \wedge \left( x-1 + \sqrt{5}\le 0\right)\right)\right),\left( x-1 < -\sqrt{5}\right) \wedge \left( x-1\ge \sqrt{5}\right)
1,\textrm{wahr},"\left( -3\,t-4\,q + 4\right)^{2}","9\,t^{2} + 24\,t\,q + 16\,q^{2}"
1,\textrm{wahr},"\left( -3\,y + 2\,f-1\right)^{2}","9\,Y^{2}-12\,Y\,f + 4\,f^{2}-4\,f + 1"
1,\textrm{wahr},"\left( -3\,y + 2\,f-1\right)^{2}","9\,y^{2}-12\,y\,f + 4\,f^{2}-4\,f + 1"
2,\textrm{wahr},\left|b + 4\right|  = 5,\left( b + 4 = 5\right) \vee \left( b-4 = 5\right)
2,\textrm{wahr},\left( b + 4 = 5\right) \vee \left( b + 4 = -5\right),\left( b = 1\right) \vee \left( b = -1\right)
1,\textrm{wahr},"\left( -2\,p + 4\,y-3\right)^{2}","4\,p^{2}-16\,p\,y + 16\,y^{2}-24\,p + 24 + 9"
1,\textrm{wahr},"\left( -2\,p + 4\,y-3\right)^{2}","4\,p^{2}-16\,p\,y + 16\,y^{2}-24\,p + 24\,y + 9"
1,\textrm{wahr},"(2\,y-3\,w-3)\,(2\,y + 3\,w-3)","\left( 2\,y-3\,w-3\right)^{2}-\left( 2\,y + 3\,w-3\right)^{2}"
1,\textrm{wahr},"(2\,y-3\,w-3)\,(2\,y + 3\,w-3)","\left( 2\,y + 3\,w-3\right)^{2}-\left( 2\,y-3\,w-3\right)^{2}"
1,\textrm{wahr},"(2\,y-3\,w-3)\,(2\,y + 3\,w-3)","(a + b)\,(a-b)"
1,\textrm{wahr},a^{2}-b^{2},"\left( 2\,y + 3\,w-3\right)^{2}-\left( 2\,y-3\,w-3\right)^{2}"
1,\textrm{wahr},"(2\,y-3\,w-3)\,(2\,y + 3\,w-3)","(a-b)\,(a + b)"
1,\left( x\neq -1\right) \wedge \left( x\neq -4\right),\frac{2}{x + 1} + \frac{3}{x + 4},"\frac{2\,x^{3} + 3}{x^{4}}"
1,\textrm{wahr},a^{2}-b^{2},"\left( 2\,y-3\,w-3\right)^{2}-\left( 2\,y + 3\,w-3\right)^{2}"
2,\textrm{wahr},\left( x = \frac{14}{4}\right) \vee \left( x = -1\right),\left( x = \frac{6}{1}\right) \vee \left( x = -1\right)
2,\textrm{wahr},\left( x = \frac{14}{4}\right) \vee \left( x = -\frac{4}{4}\right),\left( x = \frac{6}{1}\right) \vee \left( x = -1\right)
2,\textrm{wahr},"\left( 4\,x-5 = 9\right) \vee \left( 4\,x-5 = -9\right)",\left( x = \frac{6}{1}\right) \vee \left( x = -1\right)
1,\left( x\neq 0\right) \wedge \left( x\neq -3\right),\frac{2}{x} + \frac{3}{x + 3},"\left( \frac{5\,x + 6}{x^{2} + 3}\right)_{x}"
1,\textrm{wahr},"h^{2} + 2\,h \cdot 4 + 4^{2}","h^{2} + 8\,h + 8"
