category,assumptions,t0,t1
2,\left( y\ge 5\right) \wedge \left( x\le -5\right),y-4 = \left( x + 2\right)^{2},\sqrt{y-4} = x + 2
2,\left( y\ge 5\right) \wedge \left( x\le -5\right),y + 4 = \left( x + 2\right)^{2},\sqrt{y + 4} = x + 2
2,\left( y\ge 5\right) \wedge \left( x\le -5\right),\sqrt{y + 4} = \sqrt{\left( x + 2\right)^{2}},\sqrt{y + 4}-2 = x
2,\left( y\ge 5\right) \wedge \left( x\le -5\right),\sqrt{y + 4} = \sqrt{\left( x + 2\right)^{2}},\sqrt{y + 4} = x-2
2,y\neq 0,\frac{2}{y} + 2.5^{2} = x^{2} + 5 + 2.5^{2},\frac{2}{y} + 2.5^{2} = \left( x + 2.5\right)^{2}
2,y\neq 0,\frac{2}{y}\ge -2.5^{2},y\ge \frac{2}{-2.5^{2}}
1,n > 5,"\lim_{n \to \infty } \frac{5\,n^{7}}{6-5\,n^{6}-4\,n^{7}}","\lim_{n \to \infty } \frac{n^{7} \cdot 5}{n^{7}\,(\frac{6}{n^{7}}-\frac{5}{n^{7}}-4)}"
1,n > 5,"\lim_{n \to \infty } \frac{n^{7} \cdot 5}{n^{7}\,(\frac{6}{n^{7}}-\frac{5}{n}-4)}",\lim_{n \to \infty } \frac{5}{\frac{6}{n^{7}}-\frac{5}{n^{7}}-4}
1,n > 5,"\lim_{n \to \infty } \frac{2\,n^{6}}{5 + 5\,n^{5}-4\,n^{6}} + \lim_{n \to \infty } \frac{5\,n^{5}}{8 + n^{4} + 6\,n^{5}}","\lim_{n \to \infty } \left(\frac{n^{6} \cdot 2}{n^{6}\,(5\,n^{-6} + 5\,n^{-1}-4)} + \lim_{n \to \infty } \frac{n^{5} \cdot 5}{n^{5}\,(8\,n^{-5} + n^{-1} + 6)}\right) "
1,n > 5,"\lim_{n \to \infty } \left(\frac{n^{6} \cdot 2}{n^{6}\,(5\,n^{-6} + 5\,n^{-1}-4)} + \lim_{n \to \infty } \frac{n^{5} \cdot 5}{n^{5}\,(8\,n^{-5} + n^{-1} + 6)}\right) ","\lim_{n \to \infty } \frac{2}{5\,n^{-6} + 5\,n^{-1}-4} + \lim_{n \to \infty } \frac{5}{8\,n^{-5} + n^{-1} + 6}"
1,n > 5,"\lim_{n \to \infty } \frac{2\,n^{6}}{5 + 5\,n^{5}-4\,n^{6}} + \lim_{n \to \infty } \frac{5\,n^{5}}{8 + n^{4} + 6\,n^{5}}","\lim_{n \to \infty } \left(\frac{n^{6} \cdot 2}{n^{6}\,(5\,n^{-6} + 5\,n^{-1}-4)} + \lim_{n \to \infty } \frac{n^{5} \cdot 5}{n^{5}\,(8\,n^{+5} + n^{-1} + 6)}\right) "
1,n > 5,"\lim_{n \to \infty } \left(\frac{n^{6} \cdot 2}{n^{6}\,(5\,n^{-6} + 5\,n^{-1}-4)} + \lim_{n \to \infty } \frac{n^{5} \cdot 5}{n^{5}\,(8\,n^{+5} + n^{-1} + 6)}\right) ","\lim_{n \to \infty } \frac{2}{5\,n^{-6} + 5\,n^{-1}-4} + \lim_{n \to \infty } \frac{5}{8\,n^{-5} + n^{-1} + 6}"
1,n > 5,"\lim_{n \to \infty } \frac{n^{6} \cdot 1}{n^{6}\,(2\,n^{-6} + 7\,n^{-1}-8)} + \lim \frac{n^{3} \cdot 8}{n^{3}\,(6\,n^{-3}-6\,n^{-1} + 1)}","\lim_{n \to \infty } \frac{1}{2\,n^{-6} + 7\,n^{-1}-8} + \lim_{n \to \infty } \frac{8}{6\,n^{-3}-6\,n^{-1} + 1}"
1,n > 5,"\lim_{n \to \infty } \frac{n^{6}}{2 + 7\,n^{5}-8\,n^{6}} + \lim_{n \to \infty } \frac{8\,n^{3}}{6-6\,n^{2} + n^{3}}","\lim_{n \to \infty } \frac{n^{6} \cdot 1}{n^{6}\,(2\,n^{-6} + 7\,n^{-1}-8)} + \lim \frac{n^{3} \cdot 8}{n^{3}\,(6\,n^{-3}-6\,n^{-1} + 1)}"
1,n > 5,"\lim_{n \to \infty } \frac{6\,n^{4}}{5-n^{3}-8\,n^{4}}","\lim_{n \to \infty } \frac{n^{4} \cdot 6}{n^{4}\,(\frac{5}{n^{2}}-\frac{1}{n}-8)}"
1,n > 5,"\lim_{n \to \infty } \frac{n^{4} \cdot 6}{n^{4}\,(\frac{5}{n^{2}}-\frac{1}{n}-8)}",\lim_{n \to \infty } \frac{6}{\left( \frac{5}{n}\right)_{4}-\frac{1}{n}-8}
1,n > 5,\lim_{n \to \infty } \frac{6}{\left( \frac{5}{n}\right)_{4}-\frac{1}{n}-8},-\frac{3}{4}
1,n > 5,"\lim_{n \to \infty } \frac{6\,n^{3}-3\,n^{2}}{4\,n^{2}-6\,n + 2}-\lim_{n \to \infty } \frac{6\,n^{3}-6\,n^{2}}{4\,n^{2}-6\,n + 2}","\lim_{n \to \infty } \frac{3\,n^{2}}{4\,n^{2}-6\,n + 2}"
1,n > 5,"\lim_{n \to \infty } \frac{6\,n^{3}-3\,n^{2}}{4\,n^{2}-6\,n + 2}-\lim_{n \to \infty } \frac{6\,n^{3}-6\,n^{2}}{4\,n^{2}-6\,n + 2}","\lim_{n \to \infty } \frac{6\,n^{3}-3\,n^{2}-(6\,n^{3}-6\,n^{2})}{4\,n^{2}-6\,n + 2}"
1,n > 5,"\lim_{n \to \infty } \left(\frac{6\,n^{6}}{6-8\,n^{5}-5\,n^{6}} + \frac{4\,n^{5}}{1 + n^{4}-3\,n^{5}}\right) ","\lim_{n \to \infty } \frac{6\,n^{5}}{6-8\,n^{5}-5\,n^{6}} + \lim_{n \to \infty } \frac{4\,n^{5}}{1 + n^{4}-3\,n^{5}}"
1,n > 5,"\lim_{n \to \infty } \frac{6\,n^{5}}{6-8\,n^{5}-5\,n^{6}} + \lim_{n \to \infty } \frac{4\,n^{5}}{1 + n^{4}-3\,n^{5}}","\lim_{n \to \infty } \frac{n\,6^{6}}{n^{6}\,(6\,n^{-6}-8\,n^{-1}-5)} + \lim_{n \to \infty } \frac{n^{5} \cdot 4}{n^{5}\,(n^{-5}\,n^{-1}-3)}"
1,n > 5,"\lim_{n \to \infty } \frac{n\,6^{6}}{n^{6}\,(6\,n^{-6}-8\,n^{-1}-5)} + \lim_{n \to \infty } \frac{n^{5} \cdot 4}{n^{5}\,(n^{-5}\,n^{-1}-3)}","\lim_{n \to \infty } \frac{6}{6\,n^{-6}-8\,n^{-1}-5} + \lim_{n \to \infty } \frac{4}{n^{-5} + n^{-1}-3}"
1,n > 5,"\lim_{n \to \infty } \frac{6\,n^{6}}{6-8\,n^{5}-5\,n^{6}} + \lim_{n \to \infty } \frac{4\,n^{5}}{1 + n^{4}-3\,n^{5}}","\lim_{n \to \infty } \frac{n\,6^{6}}{n^{6}\,(6\,n^{-6}-8\,n^{-1}-5)} + \lim_{n \to \infty } \frac{n^{5} \cdot 4}{n^{5}\,(n^{-5}\,n^{-1}-3)}"
1,n > 5,"\lim_{n \to \infty } \frac{6\,n^{6}}{6-8\,n^{5}-5\,n^{6}} + \lim_{n \to \infty } \frac{4\,n^{5}}{1 + n^{4}-3\,n^{5}}","\lim_{n \to \infty } \frac{n^{6} \cdot 6}{n^{6}\,(6\,n^{-6}-8\,n^{-1}-5)} + \lim_{n \to \infty } \frac{n^{5} \cdot 4}{n^{5}\,(n^{-5}\,n^{-1}-3)}"
1,n > 5,"\lim_{n \to \infty } \frac{n^{6} \cdot 6}{n^{6}\,(6\,n^{-6}-8\,n^{-1}-5)} + \lim_{n \to \infty } \frac{n^{5} \cdot 4}{n^{5}\,(n^{-5}\,n^{-1}-3)}","\lim_{n \to \infty } \frac{6}{6\,n^{-6}-8\,n^{-1}-5} + \lim_{n \to \infty } \frac{4}{n^{-5} + n^{-1}-3}"
1,n > 5,"\lim_{n \to \infty } \frac{5\,n^{5}}{2 + n^{4} + 3\,n^{5}} + \lim_{n \to \infty } \frac{8\,n^{7}}{3 + 8\,n^{6}-n^{7}}","\lim_{n \to \infty } \frac{n^{5} \cdot 5}{n^{5}\,(2 + n^{4} + 3\,n^{5})} + \lim_{n \to \infty } \frac{n^{7} \cdot 8}{n^{7}\,(3 + 8\,n^{6}-n^{7})}"
1,n > 5,"\lim_{n \to \infty } \frac{5}{2 + n^{4} + 3\,n^{5}} + \lim_{n \to \infty } \frac{8}{3 + 8\,n^{6}-n^{7}}",\frac{5}{2} + \frac{8}{3}
1,n > 5,"\lim_{n \to \infty } \frac{5\,n^{5}}{2 + n^{4} + 3\,n^{5}} + \lim_{n \to \infty } \frac{8\,n^{7}}{3 + 8\,n^{6}-n^{7}}","\lim_{n \to \infty } \left(\frac{n^{5} \cdot 5}{n^{5}\,(2\,n^{-5} + n^{-1} + 3)} + \lim_{n \to \infty } \frac{n^{7} \cdot 8}{n^{7}\,(3\,n^{-7} + 8\,n^{-1}-1)}\right) "
1,n > 5,"\lim_{n \to \infty } \left(\frac{n^{5} \cdot 5}{n^{5}\,(2\,n^{-5} + n^{-1} + 3)} + \lim_{n \to \infty } \frac{n^{7} \cdot 8}{n^{7}\,(3\,n^{-7} + 8\,n^{-1}-1)}\right) ","\lim_{n \to \infty } \frac{5}{2\,n^{-5} + n^{-1} + 3} + \lim_{n \to \infty } \frac{8}{3\,n^{-7} + 8\,n^{-1}-1}"
1,n > 5,"\lim_{n \to \infty } \frac{3\,n^{4}}{3-6\,n^{3} + 2\,n^{4}} + \lim_{n \to \infty } \frac{5\,n^{3}}{5 + 3\,n^{2} + 2\,n^{3}}","\lim_{n \to \infty } \frac{n^{4} \cdot 3}{n^{4}\,(3\,n^{-4}-6\,n^{-1} + 2)} + \lim_{n \to \infty } \frac{n^{3} \cdot 5}{n^{3}\,(5\,n^{-3}-3\,n^{-2} + 2)}"
1,n > 5,"\lim_{n \to \infty } \frac{3\,n^{4}}{3-6\,n^{3} + 2\,n^{4}} + \lim_{n \to \infty } \frac{5\,n^{3}}{5 + 3\,n^{2} + 2\,n^{3}}","\lim_{n \to \infty } \frac{n^{4} \cdot 3}{n^{4}\,(3\,n^{-4}-6\,n^{-1} + 2)} + \lim_{n \to \infty } \frac{n^{3} \cdot 5}{n^{3}\,(5\,n^{-3} + 3\,n^{-2} + 2)}"
1,n > 5,"\lim_{n \to \infty } \frac{n^{4} \cdot 3}{n^{4}\,(3\,n^{-4}-6\,n^{-1} + 2)} + \lim_{n \to \infty } \frac{n^{3} \cdot 5}{n^{3}\,(5\,n^{-3} + 3\,n^{-1} + 2)}","\lim_{n \to \infty } \frac{3}{3\,n^{-4}-6\,n^{-1} + 2} + \lim_{n \to \infty } \frac{5}{5\,n^{-3} + 3\,n^{-2} + 2}"
2,\left( y\le 0\right) \wedge \left( x\le -2\right),\sqrt{-\frac{y}{2} + 1} = \left|x + 1\right| ,\left( \sqrt{-\frac{y}{2} + 1} = x + 1\right) \vee \left( -\sqrt{-\frac{y}{2} + 1} = x-1\right)
1,n > 5,"\lim_{n \to \infty } \frac{4\,n^{2}}{4\,n-4}-\lim_{n \to \infty } \frac{4\,n^{2}}{4\,n + 1}","\lim_{n \to \infty } \frac{n^{2} \cdot 4}{n\,(4-4\,n^{-1})}-\lim_{n \to \infty } \frac{n^{2} \cdot 4}{n\,(4 + 4\,n^{-1})}"
1,n > 5,"\lim_{n \to \infty } \frac{\sqrt{4\,n^{2} + 2} + 5\,n-2}{3\,n + 7}","\frac{2\,n + \sqrt{2} + 5\,n-2}{3\,n + 7}"
1,n > 5,"\frac{2 + \sqrt{2}\,n^{-1} + 5-2\,n^{-1}}{3 + 7\,n^{-1}}",\frac{2 + 5}{3}
2,\left( y\ge 5\right) \wedge \left( x\le -5\right),"y = x^{2} + 4\,x","y = x + 4\,x"
2,\left( y\ge 5\right) \wedge \left( x\le -5\right),"y = x + 4\,x","y = x^{2} + 4\,x + 4-4"
2,\left( y\le 0\right) \wedge \left( x\le -2\right),-\frac{y}{2} + 1 = \left( x + 1\right)^{2},\sqrt{-\frac{y}{2} + 1} = x + 1
2,\left( y\le 0\right) \wedge \left( x\le -2\right),-\frac{y}{2} + 1 = \left|x + 1\right| ^{2},\left|x + 1\right|  = \sqrt{-\frac{y}{2} + 1}
2,\left( y\le 0\right) \wedge \left( x\le -2\right),-\frac{y}{2} + 1 = \left|x + 1\right| ^{2},x + 1 = \sqrt{-\frac{y}{2} + 1}
2,\left( y\le 0\right) \wedge \left( x\le -2\right),\frac{y}{-2} + 1 = \left|x + 1\right| ^{2},x + 1 = \sqrt{\frac{y}{-2} + 1}
2,\left( y\le 0\right) \wedge \left( x\le -2\right),\frac{y}{-2} + 1 = \left|x + 1\right| ^{2},\frac{y}{-2} + 1 = \left|x + 1\right| 
2,\left( y\le 0\right) \wedge \left( x\le -2\right),\frac{y}{-2} + 1 = \left|x + 1\right| ,x + 1 = \sqrt{\frac{y}{-2} + 1}
2,\left( y\le 0\right) \wedge \left( x\le -2\right),\frac{y}{-2} + 1 = \left( x + 1\right)^{2},x + 1 = \sqrt{\frac{y}{-2} + 1}
2,\left( y\le 0\right) \wedge \left( x\le -2\right),\frac{y}{-2} + 1 = \left( x + 1\right)^{2},\left|x + 1\right|  = \sqrt{\frac{y}{-2} + 1}
2,\left( y\le 0\right) \wedge \left( x\le -2\right),\sqrt{\frac{y}{-2} + 1} = \left|x + 1\right| ,x + 1 = \sqrt{\frac{y}{-2} + 1}
2,\left( y\le 0\right) \wedge \left( x\le -2\right),x = \sqrt{\frac{y}{-2} + 1}-1,x = \sqrt{\frac{x}{-2} + 1}-1
2,\left( y\le 0\right) \wedge \left( x\le -2\right),\sqrt{\frac{y}{-2} + 1} = \left|x + 1\right| ,\sqrt{\frac{y}{-2} + 1} = x-1
2,\left( y\le 0\right) \wedge \left( x\le -2\right),x = \sqrt{\frac{y}{-2} + 1} + 1,x = \sqrt{\frac{x}{-2} + 1} + 1
2,\left( y\ge 6\right) \wedge \left( x\le -2\right),\frac{y}{3} + \frac{1}{4} = \left( x + \frac{1}{2}\right)^{2},-\sqrt{\frac{y}{3} + \frac{1}{4}} = x + \frac{1}{2}
1,n > 5,\lim_{n \to \infty } \left(\frac{2}{\frac{4}{n} + \frac{4}{n^{2}}}-\frac{2}{\frac{4}{n} + \frac{2}{n^{2}}}\right) ,\frac{2}{0}-\frac{2}{0}
1,n > 5,\lim_{n \to \infty } \left(\frac{2}{\frac{4}{n} + \frac{4}{n^{2}}}-\frac{2}{\frac{4}{n} + \frac{2}{n^{2}}}\right) ,\frac{2}{n}-\frac{2}{n}
1,n > 5,"\lim_{n \to \infty } \frac{2\,n^{5}}{6-7\,n^{4} + 7\,n^{5}}","\lim_{n \to \infty } \frac{n^{5} \cdot 2}{\left( n^{5}\,(\frac{6}{n^{5}}-\frac{7}{n})\right)_{+7}}"
1,n > 5,"\lim_{n \to \infty } \frac{n^{5} \cdot 2}{\left( n^{5}\,(\frac{6}{n^{5}}-\frac{7}{n})\right)_{+7}}",\lim_{n \to \infty } \frac{2}{\left( \frac{6}{n^{5}}-\frac{7}{n}\right)_{+7}}
1,n > 5,\lim_{n \to \infty } \frac{2}{\left( \frac{6}{n^{5}}-\frac{7}{n}\right)_{+7}},\frac{2}{7}
1,n > 5,"\lim_{n \to \infty } \frac{n^{5} \cdot 2}{n^{5}\,(\frac{6}{n^{5}}-\frac{7}{n} + 7)}",\lim_{n \to \infty } \frac{2}{\left( \frac{6}{n^{5}}-\frac{7}{n}\right)_{+7}}
1,n > 5,"\lim_{n \to \infty } \frac{4\,n^{5}}{5 + n^{4}-3\,n^{5}}","\lim_{n \to \infty } \frac{n^{5} \cdot 4}{n^{5}\,(\frac{5}{n}-3)}"
1,n > 5,"\lim_{n \to \infty } \frac{4\,n^{5}}{5 + n^{4}-3\,n^{5}}","\lim_{n \to \infty } \frac{n^{5} \cdot 4}{n^{5}\,(\frac{5}{n^{4}}-3)}"
1,n > 5,"\lim_{n \to \infty } \frac{4\,n^{5}}{5 + n^{4}-3\,n^{5}}","\lim_{n \to \infty } \frac{n^{5} \cdot 4}{n^{5}\,(\frac{5}{n^{4}} + 1-3)}"
1,n > 5,\lim_{n \to \infty } \left(\frac{2}{\frac{4}{n} + \frac{4}{n^{2}}}-\frac{2}{\frac{4}{n} + \frac{2}{n^{2}}}\right) ,\textrm{falsch}
2,\left( y > 0\right) \wedge \left( x > \frac{2}{5}\right),x = \frac{y^{2} + 2}{5},f^{-1} \left(x\right) = \frac{x^{2} + 2}{5}
2,\left( y\neq \frac{2}{4}\right) \wedge \left( x\neq \frac{-5}{4}\right),"y = \frac{2\,x + 2}{4\,x + 5}","y \cdot 4\,x + 5 = 2\,x + 2"
2,\left( y\neq \frac{2}{4}\right) \wedge \left( x\neq \frac{-5}{4}\right),"y \cdot 4\,x + 5 = 2\,x + 2","y \cdot 2\,x + 3 = 0"
2,\left( y\neq \frac{2}{4}\right) \wedge \left( x\neq \frac{-5}{4}\right),"y \cdot 2\,x + 3 = 0","2\,x + 3 = y"
1,n > 5,\frac{8}{\frac{2}{n^{4}} + \frac{3}{n} + 3},\frac{8}{3}
1,n > 5,"\lim_{n \to \infty } \frac{5\,n^{7}}{1 + 7\,n^{6}-5\,n^{7}} + \frac{7\,n^{3}}{2-n^{2} + n^{3}}","\lim_{n \to \infty } \frac{n^{7} \cdot 5}{n^{7}\,(n^{-7} + 7\,n^{-1}-5)} + \lim_{n \to \infty } \frac{n^{3} \cdot 7}{n^{3}\,(2\,n^{-3}-n^{-1} + 1)}"
1,n > 5,"\lim_{n \to \infty } \frac{n\,\sqrt{9-n^{-1} + 3\,n^{-2}}-5\,n + 5}{n\,(5-7\,n^{-1})}","\lim_{n \to \infty } \frac{\sqrt{9-n^{-1} + 3\,n^{-2}}-5\,n + 5}{5-7\,n^{-1}}"
1,n > 5,"\lim_{n \to \infty } \frac{\sqrt{9-n^{-1} + 3\,n^{-2}}-5\,n + 5}{5-7\,n^{-1}}",\infty 
1,n > 5,"\lim_{n \to \infty } \frac{5\,n^{3}}{5 + 6\,n^{2}-6\,n^{3}} + \lim_{n \to \infty } \frac{n^{7}}{5-7\,n^{6}-4\,n^{7}}","\lim_{n \to \infty } \left(\frac{n^{3} \cdot 5}{n^{3}\,(-5\,n^{-3} + 6\,n^{-1}-6)} + \lim_{n \to \infty } \frac{1}{n^{7}\,(5\,n^{-7}-7\,n^{-1}-4)}\right) "
1,n > 5,"\lim_{n \to \infty } \left(\frac{n^{3} \cdot 5}{n^{3}\,(-5\,n^{-3} + 6\,n^{-1}-6)} + \lim_{n \to \infty } \frac{1}{n^{7}\,(5\,n^{-7}-7\,n^{-1}-4)}\right) ","\lim_{n \to \infty } \frac{5}{5\,n^{-3} + 6\,n^{-1}-6} + \lim_{n \to \infty } \frac{1}{5\,n^{-7}-7\,n^{-1}-4}"
1,n > 5,"\lim_{n \to \infty } \frac{n\,\sqrt{9-n^{-1} + 3\,n^{-2}}-5\,n + 5}{n\,(5-7\,n^{-1})}","\lim_{n \to \infty } \frac{\sqrt{9-n^{-1} + 3\,n^{-2}}-5 + 5}{5-7\,n^{-1}}"
1,n > 5,"\lim_{n \to \infty } \frac{\sqrt{9-n^{-1} + 3\,n^{-2}}-5 + 5}{5-7\,n^{-1}}",0
1,n > 5,"\lim_{n \to \infty } \left(\frac{n^{3} \cdot 5}{n^{3}\,(-5\,n^{-3} + 6\,n^{-1}-6)} + \lim_{n \to \infty } \frac{n^{7} \cdot 1}{n^{7}\,(5\,n^{-7}-7\,n^{-1}-4)}\right) ","\lim_{n \to \infty } \frac{5}{5\,n^{-3} + 6\,n^{-1}-6} + \lim_{n \to \infty } \frac{1}{5\,n^{-7}-7\,n^{-1}-4}"
1,n > 5,"\lim_{n \to \infty } \frac{5\,n^{3}}{5 + 6\,n^{2}-6\,n^{3}} + \lim_{n \to \infty } \frac{n^{7}}{5-7\,n^{6}-4\,n^{7}}","\lim_{n \to \infty } \left(\frac{n^{3} \cdot 5}{n^{3}\,(-5\,n^{-3} + 6\,n^{-1}-6)} + \lim_{n \to \infty } \frac{n^{7} \cdot 1}{n^{7}\,(5\,n^{-7}-7\,n^{-1}-4)}\right) "
1,n > 5,"\lim_{n \to \infty } \frac{5\,n^{3}}{5 + 6\,n^{2}-6\,n^{3}} + \lim_{n \to \infty } \frac{n^{7}}{5-7\,n^{6}-4\,n^{7}}","\lim_{n \to \infty } \frac{n^{3} \cdot 5}{n^{3}\,(-5\,n^{-3} + 6\,n^{-1}-6)} + \lim_{n \to \infty } \frac{n^{7} \cdot 1}{n^{7}\,(5\,n^{-7}-7\,n^{-1}-4)}"
1,n > 5,"\lim_{n \to \infty } \frac{n^{3} \cdot 5}{n^{3}\,(-5\,n^{-3} + 6\,n^{-1}-6)} + \lim_{n \to \infty } \frac{n^{7} \cdot 1}{n^{7}\,(5\,n^{-7}-7\,n^{-1}-4)}","\lim_{n \to \infty } \frac{5}{5\,n^{-3} + 6\,n^{-1}-6} + \lim_{n \to \infty } \frac{1}{5\,n^{-7}-7\,n^{-1}-4}"
1,n > 5,"\lim_{n \to \infty } \left(\frac{2\,n^{2}}{4\,n + 4}-\frac{2\,n^{2}}{4\,n + 2}\right) ","\lim_{n \to \infty } \left(\frac{n^{2} \cdot 2}{n^{2}\,(\frac{4}{n} + \frac{4}{n^{2}})}-\lim_{n \to \infty } \frac{n^{2} \cdot 2}{n^{2}\,(\frac{4}{n} + \frac{2}{n^{2}})}\right) "
1,n > 5,\frac{2}{0}-\frac{2}{0},0
1,n > 5,\frac{2}{0}-\frac{2}{0},\textrm{falsch}
1,n > 5,\frac{2}{0}-\frac{2}{0},"u\,n\,b\,e\,s\,t\,i\,m\,m\,t\,e\,r\,a\,u\,s\,d\,r\,u\,c\,k"
1,n > 5,\frac{2}{0}-\frac{2}{0},\emptyset 
2,\textrm{wahr},"x = \frac{1}{2}\,(y + 3)","f^{-1} \left(x\right) = \frac{1}{2}\,(x + 3)"
1,n > 5,\frac{2}{0}-\frac{2}{0},\mathbb{R}
1,n > 5,"\lim_{n \to \infty } \left(\frac{3\,n^{3}}{5-4\,n^{2}-7\,n^{3}} + \frac{4\,n^{7}}{3 + 4\,n^{6}-8\,n^{7}}\right) ","\lim_{n \to \infty } \frac{3\,n^{3}}{5-4\,n^{2}-7\,n^{3}} + \lim_{n \to \infty } \frac{4\,n^{7}}{3 + 4\,n-8\,n}"
1,n > 5,"\lim_{n \to \infty } \frac{3\,n^{3}}{5-4\,n^{2}-7\,n^{3}} + \lim_{n \to \infty } \frac{4\,n^{7}}{3 + 4\,n-8\,n}","\lim_{n \to \infty } \frac{n^{3} \cdot 3}{n^{3}\,(5\,n^{-3}-4\,n^{-1}-7)} + \lim_{n \to \infty } \frac{n^{7} \cdot 4}{n^{7}\,(3\,n^{-7} \cdot 4\,n^{-1}-8)}"
1,n > 5,"\lim_{n \to \infty } \frac{3\,n^{3}}{5-4\,n^{2}-7\,n^{3}} + \lim_{n \to \infty } \frac{4\,n^{7}}{3 + 4\,n^{6}-8\,n^{7}}","\lim_{n \to \infty } \frac{n^{3} \cdot 3}{n^{3}\,(5\,n^{-3}-4\,n^{-1}-7)} + \lim_{n \to \infty } \frac{n^{7} \cdot 4}{n^{7}\,(3\,n^{-7} \cdot 4\,n^{-1}-8)}"
2,\left( y\neq 0\right) \wedge \left( x\neq \frac{-5}{-2}\right),"x = -\frac{1}{2}\,(\frac{1}{y}-5)","f^{-1} \left(x\right) = -\frac{1}{2}\,(\frac{1}{x}-5)"
1,n > 5,"\lim_{n \to \infty } \frac{3\,n^{5}}{7-3\,n^{4}-4\,n^{5}} + \lim_{n \to \infty } \frac{2\,n^{3}}{1-n^{2} + 5\,n^{3}}","\lim_{n \to \infty } \frac{n^{5} \cdot 3}{n^{5}\,(7\,n^{-5}-3\,n^{-1}-4)} + \lim_{n \to \infty } \frac{n^{3} \cdot 2}{n^{3}\,(\overline{n}^{3}-\overline{n}^{1} + 5)}"
1,n > 5,"\lim_{n \to \infty } \frac{n^{5} \cdot 3}{n^{5}\,(7\,n^{-5}-3\,n^{-1}-4)} + \lim_{n \to \infty } \frac{n^{3} \cdot 2}{n^{3}\,(\overline{n}^{3}-\overline{n}^{1} + 5)}","\lim_{n \to \infty } \frac{3}{7\,n^{-5}-3\,n^{-1}-4} + \lim_{n \to \infty } \frac{2}{n-n + 5}"
1,n > 5,-\frac{3}{4} + \frac{2}{5},-\frac{20}{7}
1,n > 5,"\lim_{n \to \infty } \frac{n^{5} \cdot 3}{n^{5}\,(7\,n^{-5}-3\,n^{-1}-4)} + \lim_{n \to \infty } \frac{n^{3} \cdot 2}{n^{3}\,(n^{-3}-n^{-1} + 5)}","\lim_{n \to \infty } \frac{3}{7\,n^{-5}-3\,n^{-1}-4} + \lim_{n \to \infty } \frac{2}{n-n + 5}"
2,\textrm{wahr},"x = \frac{1}{2}\,(y + 3)","2\,x-3 = -\frac{1}{2}\,(x + 3)"
2,\left( y\le 24\right) \wedge \left( x\le 0\right),"y = -4\,x^{2} + 4\,x + 24",-\frac{y}{4} = x^{2} + x + 6
